,total_sulfur_dioxide,chlorides,free_sulfur_dioxide,volatile_acidity,citric_acid,alcohol,residual_sugar
2516,2,0,0,0,2,1,2
2517,1,0,0,4,0,0,0
2518,1,0,1,0,4,1,0
2519,1,0,0,0,0,1,0
2520,0,0,0,1,0,1,0
2521,0,0,0,0,0,3,3
2522,0,0,0,0,1,1,0
2523,1,0,0,0,3,1,1
2524,0,0,0,2,0,1,0
2525,2,0,2,0,1,0,0
2526,2,0,0,0,3,2,2
2527,4,0,0,4,0,2,0
2528,2,0,0,3,0,1,1
2529,4,0,0,4,0,1,0
2530,1,0,1,0,1,1,0
2531,1,0,0,0,0,0,0
2532,2,0,0,0,0,1,0
2533,0,0,0,1,1,0,0
2534,0,0,0,0,1,4,0
2535,0,0,0,1,1,2,0
2536,0,4,0,1,1,1,0
2537,0,1,0,0,1,2,0
2538,3,2,0,0,1,1,0
2539,1,0,1,3,1,1,0
2540,1,0,0,0,1,1,0
2541,1,0,0,1,1,4,0
2542,1,0,0,0,3,4,0
2543,4,0,0,0,3,1,0
2544,0,0,0,0,1,1,0
2545,2,0,0,0,1,0,4
2546,0,0,0,1,2,2,1
2547,1,0,0,1,0,2,0
2548,3,0,0,2,3,1,0
2549,1,0,0,0,0,1,0
2550,1,0,0,0,0,2,0
2551,1,0,0,2,0,0,1
2552,1,0,1,0,3,2,4
2553,0,0,0,4,0,2,0
2554,0,0,1,4,0,0,4
2555,1,0,0,2,1,3,0
2556,1,0,0,0,3,3,0
2557,1,0,0,4,0,1,1
2558,0,2,1,0,0,2,4
2559,2,2,1,0,1,3,0
2560,1,1,0,1,0,1,1
2561,3,0,0,0,0,0,0
2562,2,0,0,0,0,2,0
2563,0,0,0,2,1,2,0
2564,1,0,0,0,0,0,0
2565,2,0,1,1,3,4,0
2566,0,0,0,0,3,2,2
2567,0,0,0,0,3,1,3
2568,1,1,0,0,1,2,0
2569,1,3,0,0,0,3,0
2570,3,3,0,3,0,1,1
2571,3,2,0,0,1,0,0
2572,0,0,0,0,0,2,0
2573,3,4,0,2,2,2,0
2574,0,0,0,1,1,4,0
2575,1,0,1,0,0,2,0
2576,1,1,0,2,1,0,0
2577,1,3,0,0,0,2,4
2578,1,0,1,0,1,2,0
2579,1,1,1,0,1,1,0
2580,1,0,1,0,1,0,0
2581,1,1,0,0,1,1,0
2582,0,0,4,0,1,1,0
2583,1,0,3,0,0,1,0
2584,3,0,0,4,3,2,2
2585,1,0,0,3,4,4,0
2586,0,0,0,3,4,1,4
2587,0,3,0,4,0,1,0
2588,1,0,0,0,0,2,0
2589,4,0,2,0,0,3,3
2590,3,0,0,0,2,0,1
2591,1,0,0,4,0,1,0
2592,2,1,1,1,0,2,0
2593,0,2,0,3,1,1,0
2594,0,0,0,0,1,1,0
2595,3,0,0,1,0,1,0
2596,0,0,1,0,1,1,0
2597,0,0,0,2,0,1,0
2598,0,0,1,0,0,1,1
2599,0,2,0,0,0,3,0
2600,1,0,3,4,2,1,1
2601,0,0,0,0,1,1,4
2602,2,0,0,0,0,1,0
2603,0,0,0,2,0,0,0
2604,1,0,0,0,0,3,0
2605,1,0,1,1,2,1,3
2606,0,0,0,2,1,1,0
2607,1,1,0,1,3,2,0
2608,1,1,4,0,0,0,0
2609,1,0,1,0,2,0,1
2610,2,0,0,0,1,0,1
2611,2,0,1,0,4,0,1
2612,0,0,4,1,1,3,0
2613,2,0,1,0,1,1,1
2614,0,0,0,0,0,1,0
2615,1,0,0,0,2,1,0
2616,3,0,0,4,0,0,1
2617,0,0,0,0,2,2,4
2618,0,0,1,0,0,3,0
2619,1,4,0,4,0,0,0
2620,0,4,0,0,1,2,0
2621,2,0,0,0,1,1,0
2622,0,0,1,0,1,3,0
2623,0,0,0,1,0,1,0
2624,0,0,1,0,4,3,0
2625,0,0,0,0,0,1,0
2626,2,1,0,1,0,0,0
2627,0,0,0,0,0,1,2
2628,1,0,1,4,0,1,0
2629,1,0,0,0,1,1,2
2630,1,0,1,0,1,0,0
2631,4,0,0,0,1,1,4
2632,1,0,0,0,2,0,0
2633,3,0,0,0,1,2,3
2634,0,0,0,0,0,4,0
2635,0,0,0,1,1,3,1
2636,1,0,0,0,0,0,0
2637,0,0,0,1,0,2,0
2638,4,4,0,0,1,0,0
2639,1,0,0,3,0,1,0
2640,1,0,0,1,0,1,4
2641,1,0,0,1,0,4,0
2642,1,0,0,2,0,1,0
2643,4,0,2,2,1,1,0
2644,3,0,0,3,0,2,0
2645,0,0,0,0,0,0,0
2646,1,0,1,0,1,2,1
2647,2,0,1,0,2,0,1
2648,1,2,0,1,0,2,1
2649,0,0,0,0,2,4,0
2650,0,1,0,3,0,4,0
2651,1,0,3,1,0,1,0
2652,3,0,0,2,1,2,0
2653,0,0,0,0,1,0,0
2654,0,0,0,0,1,3,3
2655,0,0,0,2,0,3,0
2656,0,4,0,0,0,1,0
2657,2,0,1,0,1,1,0
2658,2,4,0,0,1,4,0
2659,1,0,2,0,0,1,0
2660,2,3,0,0,0,1,2
2661,1,3,0,2,0,1,0
2662,0,0,0,2,1,4,0
2663,1,0,0,4,1,0,4
2664,1,0,4,0,0,1,1
2665,2,0,0,0,1,0,1
2666,1,0,2,0,1,2,0
2667,2,0,0,0,1,1,0
2668,2,0,0,1,0,3,0
2669,1,2,0,0,2,1,1
2670,2,3,2,1,0,1,0
2671,1,2,0,1,4,0,0
2672,1,0,0,0,1,2,0
2673,0,0,0,3,0,1,3
2674,2,1,0,0,1,1,0
2675,1,0,0,3,4,2,3
2676,2,1,0,0,0,0,0
2677,1,3,0,0,0,3,0
2678,2,0,1,1,1,0,4
2679,0,2,0,0,1,2,3
2680,0,1,0,0,0,0,0
2681,1,3,0,1,0,3,0
2682,1,1,1,0,1,2,0
2683,0,0,3,0,0,2,0
2684,4,0,0,0,1,2,0
2685,1,0,1,2,0,1,0
2686,0,0,0,1,3,0,0
2687,2,0,0,1,0,2,1
2688,1,0,0,0,0,1,0
2689,4,0,3,0,0,2,0
2690,0,0,1,2,0,2,0
2691,0,4,3,0,0,1,0
2692,1,0,1,2,0,1,0
2693,0,0,3,0,1,2,0
2694,3,0,4,2,0,1,0
2695,3,0,0,0,0,2,0
2696,4,0,2,0,1,2,0
2697,1,0,0,2,0,0,1
2698,0,1,0,4,1,3,0
2699,2,0,3,0,2,1,0
2700,1,0,0,0,0,2,2
2701,1,0,0,0,0,3,0
2702,1,4,0,0,1,1,2
2703,1,0,0,0,0,1,0
2704,1,1,0,1,0,1,0
2705,0,0,0,0,0,2,0
2706,0,0,0,4,0,0,0
2707,1,0,2,1,0,3,0
2708,0,0,0,0,1,2,0
2709,1,0,0,1,0,1,0
2710,2,0,0,0,0,0,1
2711,1,0,4,3,3,2,1
2712,4,3,2,1,0,1,0
2713,1,0,1,0,1,3,0
2714,1,4,1,0,1,2,0
2715,1,0,0,0,1,2,0
2716,0,4,0,1,1,2,0
2717,0,0,3,1,0,1,3
2718,3,0,0,0,1,1,0
2719,1,0,0,0,0,0,0
2720,0,2,0,0,1,1,0
2721,0,0,0,0,0,3,0
2722,2,0,0,1,4,2,0
2723,2,0,1,1,0,1,2
2724,2,3,1,0,1,3,0
2725,0,0,0,2,0,1,0
2726,2,1,0,0,2,2,0
2727,2,2,0,0,0,1,0
2728,2,0,2,3,0,2,4
2729,1,0,2,0,4,4,0
2730,1,0,1,0,3,3,0
2731,1,0,0,0,1,0,0
2732,1,1,0,1,0,0,0
2733,1,0,0,0,2,1,0
2734,3,0,0,0,1,0,0
2735,0,0,0,0,1,1,0
2736,1,0,1,1,1,3,1
2737,1,0,0,0,0,3,0
2738,1,0,0,0,0,0,4
2739,1,1,3,0,1,2,0
2740,1,0,4,1,1,1,0
2741,1,0,3,0,0,4,1
2742,1,4,0,0,0,1,4
2743,0,0,2,2,0,0,3
2744,1,3,0,4,4,0,1
2745,0,0,0,0,0,1,4
2746,1,0,0,0,0,4,0
2747,0,0,0,1,0,3,0
2748,3,4,0,0,3,2,0
2749,1,0,0,0,0,1,4
2750,3,0,0,3,0,1,0
2751,1,4,0,0,2,1,0
2752,1,0,0,4,0,1,0
2753,0,3,0,2,0,2,0
2754,2,0,0,0,0,0,1
2755,1,1,1,0,1,0,0
2756,1,0,0,0,1,1,0
2757,2,0,4,0,0,1,0
2758,0,0,0,3,0,4,2
2759,4,0,0,0,0,2,1
2760,0,0,0,0,1,2,0
2761,1,4,0,0,2,1,0
2762,1,0,0,0,1,2,2
2763,2,0,0,0,0,1,2
2764,1,0,0,0,4,1,1
2765,1,0,1,0,1,0,3
2766,0,3,3,0,0,3,0
2767,0,0,0,3,1,1,0
2768,2,0,3,0,1,1,0
2769,1,0,0,1,3,4,0
2770,1,4,0,1,4,0,0
2771,3,0,0,1,0,3,0
2772,0,4,2,1,1,1,0
2773,1,1,0,4,0,1,0
2774,2,0,0,0,1,2,1
2775,1,1,0,4,1,2,0
2776,1,4,4,1,0,2,0
2777,2,2,0,4,0,1,0
2778,0,1,0,0,0,1,0
2779,0,0,0,0,1,2,0
2780,0,4,0,0,0,4,4
2781,2,0,0,4,1,1,1
2782,4,0,2,0,0,2,0
2783,2,0,0,0,0,0,1
2784,1,0,0,0,1,3,0
2785,0,4,0,0,1,3,1
2786,2,2,0,2,1,4,0
2787,1,3,0,0,0,3,2
2788,1,0,0,4,1,3,0
2789,2,0,0,1,1,2,4
2790,2,4,1,0,4,1,0
2791,1,4,0,3,1,1,3
2792,2,0,0,1,3,2,4
2793,2,0,1,1,0,1,0
2794,1,0,4,1,1,2,0
2795,1,3,0,0,4,2,0
2796,1,1,0,0,0,4,0
2797,1,0,3,0,0,1,0
2798,2,0,2,0,1,2,3
2799,3,4,0,0,0,2,0
2800,2,2,1,0,0,1,4
2801,0,0,0,0,0,0,0
2802,1,0,3,0,0,2,0
2803,1,2,4,1,0,1,0
2804,0,2,1,1,2,2,0
2805,3,3,0,0,0,2,0
2806,4,0,0,0,0,3,0
2807,1,1,0,0,0,1,0
2808,1,0,0,0,4,0,1
2809,1,1,0,0,1,2,0
2810,4,0,0,1,0,1,1
2811,1,0,0,0,3,1,0
2812,0,4,0,2,4,2,0
2813,1,0,0,1,0,1,0
2814,3,0,0,0,1,0,0
2815,0,0,0,2,0,0,0
2816,2,4,0,0,2,0,0
2817,1,1,0,1,1,3,4
2818,2,0,1,0,0,1,1
2819,1,0,0,1,0,1,0
2820,1,0,0,0,1,2,2
2821,0,4,0,0,0,1,0
2822,3,0,4,0,2,0,1
2823,0,2,1,4,2,3,0
2824,2,0,4,2,1,4,0
2825,1,0,0,2,0,1,0
2826,2,0,3,0,0,0,0
2827,0,0,0,1,0,1,0
2828,0,0,0,2,0,1,2
2829,1,3,1,0,3,0,0
2830,4,0,2,0,1,2,1
2831,1,1,1,0,0,3,0
2832,0,0,0,0,1,2,0
2833,3,0,3,0,0,2,0
2834,1,0,0,0,2,3,0
2835,1,0,0,0,2,0,0
2836,3,0,3,2,0,1,1
2837,0,0,0,1,1,1,0
2838,2,0,0,0,2,2,0
2839,0,0,3,4,0,1,0
2840,4,0,0,3,0,2,1
2841,2,0,0,4,0,4,0
2842,0,0,0,0,4,0,0
2843,2,0,0,0,0,1,0
2844,1,0,1,2,2,3,0
2845,0,0,4,1,0,1,0
2846,1,0,0,0,0,1,4
2847,1,3,0,0,0,1,0
2848,0,0,0,0,0,2,0
2849,3,0,1,0,1,1,2
2850,2,0,0,1,0,0,3
2851,0,0,0,0,4,3,0
2852,1,0,2,0,1,1,0
2853,1,0,3,0,1,1,0
2854,1,0,0,0,2,1,0
2855,2,1,0,0,1,1,4
2856,2,0,0,0,3,2,1
2857,0,0,0,1,1,2,0
2858,0,0,0,1,1,1,0
2859,1,2,1,1,0,2,1
2860,1,0,1,0,0,0,0
2861,4,0,0,0,0,3,0
2862,0,1,2,3,4,3,0
2863,1,0,0,3,3,2,0
2864,1,2,0,0,2,1,2
2865,1,0,0,0,0,4,0
2866,2,0,1,0,1,2,1
2867,2,2,1,0,1,2,0
2868,1,4,1,0,1,1,0
2869,1,0,3,0,0,2,0
2870,0,0,2,0,0,3,0
2871,1,0,1,1,1,1,0
2872,3,4,1,2,0,3,0
2873,2,0,1,0,0,1,0
2874,1,0,3,1,0,4,0
2875,1,3,0,1,1,1,0
2876,1,0,1,1,0,3,0
2877,1,0,1,0,1,0,0
2878,1,0,0,0,3,2,1
2879,0,0,2,0,0,2,0
2880,0,3,2,1,0,1,0
2881,1,0,0,1,1,2,0
2882,0,0,1,0,1,1,0
2883,1,4,0,0,1,2,0
2884,0,1,0,2,3,1,0
2885,1,0,0,1,0,0,3
2886,1,1,0,0,0,1,1
2887,1,0,0,1,2,1,0
2888,3,0,1,0,4,2,0
2889,0,1,0,1,1,1,0
2890,0,0,0,0,0,3,0
2891,2,0,0,0,2,1,0
2892,1,3,3,1,0,3,0
2893,1,0,0,0,0,1,0
2894,1,0,1,4,0,1,0
2895,2,0,3,0,2,1,0
2896,1,3,0,0,1,4,0
2897,2,0,0,0,3,2,0
2898,1,0,0,0,0,2,0
2899,1,0,0,0,0,1,0
2900,1,0,0,0,0,0,0
2901,1,2,4,0,0,1,0
2902,0,0,0,0,1,1,0
2903,1,2,0,1,1,4,1
2904,1,2,0,0,0,3,0
2905,0,0,0,0,2,1,0
2906,1,4,0,0,2,1,1
2907,0,0,0,2,2,1,0
2908,2,0,0,4,3,4,1
2909,1,0,1,2,0,2,0
2910,0,1,1,0,0,2,0
2911,0,0,0,0,0,3,0
2912,0,0,2,3,0,3,0
2913,0,4,2,1,1,3,0
2914,2,3,0,1,1,1,0
2915,1,0,0,0,1,4,0
2916,2,0,1,0,0,4,0
2917,2,0,0,2,0,1,0
2918,1,4,1,4,0,1,2
2919,2,3,2,0,0,1,0
2920,1,1,0,1,1,1,0
2921,1,0,0,0,4,4,0
2922,1,0,0,0,1,1,0
2923,3,0,0,0,0,1,2
2924,2,0,0,1,0,0,0
2925,0,3,1,1,0,1,0
2926,1,0,0,0,1,2,0
2927,1,0,0,3,0,3,1
2928,0,0,0,0,3,3,0
2929,1,0,0,0,0,1,4
2930,1,0,0,0,0,0,0
2931,1,4,0,1,0,1,0
2932,0,2,0,1,0,0,0
2933,1,0,4,0,0,3,2
2934,1,0,0,0,3,2,2
2935,0,0,0,2,2,1,0
2936,1,1,1,1,0,1,0
2937,0,0,0,2,0,2,0
2938,1,0,1,0,1,1,1
2939,1,0,1,0,0,2,0
2940,2,0,0,0,2,0,1
2941,4,0,0,0,1,1,1
2942,4,0,0,0,4,3,1
2943,1,0,3,0,0,1,3
2944,2,0,1,1,4,0,0
2945,0,0,0,0,0,2,0
2946,0,0,0,0,1,2,2
2947,2,4,1,4,0,1,2
2948,1,0,0,0,1,2,0
2949,0,0,0,1,0,1,0
2950,2,0,0,0,0,4,2
2951,2,0,0,0,1,0,1
2952,0,0,4,2,4,2,0
2953,0,0,0,0,0,3,1
2954,1,0,0,0,1,2,0
2955,1,0,0,0,1,1,0
2956,0,0,2,0,4,2,0
2957,2,0,0,0,1,3,0
2958,4,3,0,0,1,2,1
2959,1,1,0,4,0,3,0
2960,3,0,3,3,3,1,0
2961,1,0,0,0,0,1,0
2962,0,3,0,1,0,1,0
2963,1,0,0,0,2,1,0
2964,0,2,0,3,0,2,0
2965,1,0,0,0,0,0,0
2966,4,1,3,0,1,1,0
2967,2,0,4,0,2,0,0
2968,2,1,3,2,0,1,4
2969,0,0,0,4,1,2,0
2970,2,2,1,0,0,2,0
2971,2,0,1,0,2,0,0
2972,1,2,2,0,1,2,0
2973,0,0,0,4,4,1,4
2974,0,0,0,1,0,1,1
2975,1,0,0,3,0,0,0
2976,1,4,0,4,3,2,0
2977,3,0,3,0,1,3,2
2978,1,0,3,0,0,3,0
2979,1,0,2,0,0,2,4
2980,0,0,0,1,2,4,0
2981,0,1,0,2,0,2,0
2982,0,0,1,0,4,1,0
2983,2,0,2,1,0,2,0
2984,1,0,0,1,0,2,0
2985,1,0,3,1,1,1,0
2986,0,0,0,1,1,0,0
2987,0,0,0,1,2,3,0
2988,1,3,2,0,3,3,0
2989,2,0,1,0,1,1,0
2990,2,1,0,0,1,3,0
2991,1,0,0,0,1,0,1
2992,1,0,0,0,0,3,4
2993,1,0,0,3,1,1,0
2994,0,0,2,1,4,2,0
2995,2,0,0,0,1,4,0
2996,2,0,0,4,1,1,0
2997,1,0,0,0,4,1,4
2998,1,0,4,0,0,1,0
2999,1,0,0,0,1,4,0
3000,1,0,0,1,1,0,0
3001,2,0,4,0,0,0,0
3002,4,2,0,1,1,1,0
3003,1,0,0,0,0,1,4
3004,1,0,0,0,0,1,0
3005,1,2,0,1,1,4,0
3006,0,0,0,0,0,2,0
3007,1,0,0,0,0,0,1
3008,1,0,2,0,2,1,0
3009,0,3,0,0,3,0,0
3010,1,3,0,0,0,2,0
3011,2,2,0,0,0,2,0
3012,0,0,0,1,0,0,0
3013,0,0,0,1,0,3,3
3014,3,0,0,0,1,0,1
3015,1,3,0,0,0,1,0
3016,0,0,0,4,0,0,2
3017,2,0,1,0,1,1,1
3018,1,0,0,4,2,0,0
3019,0,0,1,0,0,4,0
3020,1,0,0,0,1,1,4
3021,2,0,0,0,0,0,1
3022,4,0,0,1,1,3,3
3023,0,3,4,0,1,1,0
3024,0,0,0,0,1,2,2
3025,1,0,0,0,0,0,4
3026,1,2,0,0,2,2,0
3027,2,0,0,0,3,1,0
3028,1,0,0,1,0,3,0
3029,1,3,1,0,0,2,0
3030,1,0,0,0,0,3,0
3031,1,0,3,0,0,4,0
3032,4,0,0,0,1,2,4
3033,0,0,0,0,2,1,0
3034,1,0,0,1,4,1,2
3035,2,0,2,0,1,3,0
3036,4,4,2,2,0,3,0
3037,1,0,0,0,0,3,0
3038,1,0,0,0,1,2,1
3039,1,4,0,0,0,3,3
3040,1,0,1,0,2,0,0
3041,0,2,0,0,2,2,0
3042,1,0,0,0,0,1,0
3043,2,0,2,0,0,0,1
3044,1,0,0,0,3,2,0
3045,1,0,0,3,1,3,0
3046,2,0,0,2,1,4,0
3047,0,2,0,0,1,4,0
3048,1,3,0,0,1,0,0
3049,1,0,0,2,1,1,1
3050,1,0,0,1,0,2,0
3051,1,0,0,0,0,3,1
3052,1,0,0,0,1,2,0
3053,0,0,1,2,0,1,0
3054,1,0,0,0,2,0,0
3055,0,0,0,4,0,1,0
3056,4,3,2,0,0,2,4
3057,1,0,0,0,3,0,2
3058,0,0,0,1,0,2,0
3059,2,1,0,0,0,3,0
3060,0,0,0,1,0,1,0
3061,2,0,0,0,1,0,2
3062,1,0,0,3,1,0,0
3063,3,0,4,0,4,2,0
3064,2,0,3,0,4,0,1
3065,2,0,4,0,0,1,0
3066,3,1,0,1,3,2,1
3067,0,0,0,1,0,1,0
3068,1,4,0,1,1,1,3
3069,1,0,3,0,0,0,0
3070,3,0,0,0,1,0,0
3071,1,2,0,0,0,1,1
3072,1,0,0,0,0,2,0
3073,2,0,0,0,0,2,0
3074,3,1,0,4,0,1,4
3075,0,0,0,1,2,2,0
3076,2,0,0,0,4,1,0
3077,1,0,0,0,0,2,1
3078,3,0,0,0,2,2,0
3079,4,0,0,0,1,4,2
3080,3,0,0,0,0,3,0
3081,0,0,0,1,0,1,0
3082,2,0,0,0,0,2,3
3083,1,0,0,2,1,4,0
3084,1,3,0,3,1,2,0
3085,2,0,0,0,2,1,0
3086,1,0,0,4,1,2,3
3087,1,0,0,1,0,4,0
3088,1,0,3,3,0,2,1
3089,2,3,4,1,0,0,0
3090,1,0,0,2,0,1,0
3091,2,0,0,2,3,1,1
3092,4,0,1,0,0,2,1
3093,1,0,2,0,0,1,0
3094,3,0,0,0,0,0,0
3095,1,0,0,0,0,0,3
3096,2,3,0,0,1,1,0
3097,1,0,0,0,1,3,0
3098,2,0,0,2,0,1,0
3099,0,2,0,2,1,1,0
3100,0,0,0,0,1,2,4
3101,0,0,0,4,0,2,2
3102,0,0,0,0,0,2,0
3103,1,2,0,0,0,2,0
3104,0,0,0,4,1,2,0
3105,2,0,2,1,1,1,2
3106,0,0,0,0,3,1,4
3107,1,0,0,0,1,2,0
3108,1,0,2,0,3,2,0
3109,0,0,0,2,3,0,0
3110,0,0,0,4,0,3,2
3111,1,3,4,1,3,1,0
3112,1,0,0,0,0,1,0
3113,0,0,0,0,0,3,0
3114,0,2,1,0,3,2,0
3115,0,0,0,2,0,1,1
3116,2,1,0,0,0,1,0
3117,1,0,0,0,0,2,0
3118,2,2,0,2,4,4,1
3119,0,0,0,1,0,1,3
3120,4,2,3,4,0,0,1
3121,1,0,0,0,4,1,0
3122,2,1,0,1,2,0,1
3123,3,0,0,0,1,3,0
3124,1,0,0,0,0,3,1
3125,0,0,0,0,0,2,0
3126,1,0,4,0,0,0,0
3127,0,0,1,3,0,1,0
3128,1,0,0,0,3,1,0
3129,1,0,0,0,0,3,0
3130,1,0,0,3,0,1,0
3131,2,0,0,0,0,2,4
3132,4,0,0,0,4,4,0
3133,0,0,0,0,1,2,0
3134,2,0,0,0,0,0,1
3135,1,1,3,1,1,4,1
3136,2,0,1,0,1,1,0
3137,3,0,0,0,0,3,0
3138,1,0,0,0,3,2,0
3139,2,0,1,4,0,4,0
3140,1,0,0,0,0,1,0
3141,1,0,0,0,1,3,0
3142,2,0,1,0,3,3,0
3143,2,0,0,0,0,1,0
3144,0,0,0,1,0,2,3
3145,1,3,0,2,0,3,0
3146,4,0,0,0,1,2,0
3147,0,0,0,2,0,2,0
3148,0,0,0,0,0,0,0
3149,1,0,0,0,0,1,0
3150,1,3,0,0,4,2,0
3151,1,0,0,0,0,0,0
3152,1,0,0,4,0,0,3
3153,4,3,0,0,0,1,1
3154,3,0,0,1,2,0,1
3155,1,0,0,1,3,2,0
3156,0,0,0,2,0,1,0
3157,4,0,0,3,0,1,0
3158,1,0,1,1,0,1,0
3159,2,0,0,0,0,0,0
3160,1,0,0,0,1,1,0
3161,1,4,0,4,4,2,0
3162,1,0,0,1,0,2,0
3163,3,0,0,2,4,3,4
3164,1,0,0,0,4,3,0
3165,0,0,0,1,0,1,0
3166,1,0,0,0,0,3,3
3167,1,3,1,0,0,3,0
3168,0,1,0,0,1,0,1
3169,1,0,2,1,1,2,0
3170,0,4,3,1,0,1,0
3171,1,0,0,3,1,4,0
3172,0,0,4,1,0,0,0
3173,4,0,0,0,3,2,0
3174,2,0,2,0,0,0,0
3175,1,0,2,0,1,2,0
3176,4,0,0,0,0,1,0
3177,4,0,3,4,0,1,3
3178,3,0,0,0,1,2,2
3179,0,2,0,2,2,1,0
3180,2,0,0,0,1,3,0
3181,0,2,1,0,0,1,3
3182,1,0,0,0,0,2,0
3183,4,0,0,2,4,2,0
3184,0,0,0,1,4,2,0
3185,0,0,0,2,3,3,1
3186,1,0,0,0,1,2,0
3187,2,0,1,1,3,1,0
3188,1,0,1,0,0,1,0
3189,2,0,0,0,0,0,0
3190,3,0,0,1,1,3,0
3191,0,2,0,0,1,0,0
3192,1,0,0,0,0,0,4
3193,1,0,0,0,0,2,4
3194,0,0,0,3,0,4,0
3195,3,0,0,2,1,0,4
3196,3,0,0,1,2,0,0
3197,1,4,0,1,1,3,3
3198,0,4,0,0,4,0,0
3199,1,4,0,1,1,3,0
3200,2,0,0,0,1,3,0
3201,0,3,0,1,0,2,0
3202,0,0,0,0,2,1,0
3203,1,0,0,0,0,2,0
3204,1,0,0,0,0,3,0
3205,0,2,0,0,2,3,0
3206,0,0,0,0,0,2,0
3207,0,0,4,0,1,1,2
3208,2,0,0,0,0,1,0
3209,1,0,2,0,0,1,0
3210,3,0,0,1,1,1,0
3211,1,0,0,1,0,2,0
3212,2,0,0,0,0,0,1
3213,4,0,2,3,1,2,0
3214,0,0,0,0,0,3,0
3215,2,0,1,2,1,1,1
3216,1,0,0,0,0,2,0
3217,2,3,0,0,1,4,0
3218,2,0,1,0,0,3,1
3219,2,0,0,0,1,3,4
3220,2,0,0,0,2,1,0
3221,0,0,0,1,0,1,0
3222,2,0,1,1,1,1,0
3223,0,0,0,1,2,1,0
3224,1,0,0,1,0,0,2
3225,0,0,0,0,1,1,0
3226,2,0,3,3,0,1,0
3227,0,0,1,0,0,4,0
3228,1,0,0,0,0,2,0
3229,2,4,0,0,0,1,0
3230,2,0,0,0,0,1,4
3231,1,2,0,0,1,2,0
3232,2,0,0,0,0,1,0
3233,1,2,0,0,4,2,1
3234,1,0,3,0,4,3,0
3235,1,0,0,1,0,1,0
3236,1,0,0,1,1,2,0
3237,2,0,0,0,0,1,1
3238,4,0,0,3,0,2,4
3239,2,0,1,1,3,1,0
3240,1,1,0,4,1,0,1
3241,1,2,4,1,1,3,0
3242,1,0,0,1,4,3,0
3243,0,0,0,0,4,0,1
3244,1,0,0,0,0,0,0
3245,0,3,0,0,1,2,4
3246,1,0,0,0,0,3,1
3247,1,0,4,1,2,1,0
3248,0,1,0,2,0,1,1
3249,4,0,0,2,1,2,4
3250,0,0,0,0,1,1,2
3251,3,4,0,0,0,1,3
3252,3,0,0,0,1,2,2
3253,0,0,4,0,0,4,0
3254,1,0,0,1,2,1,0
3255,1,4,0,0,0,4,0
3256,1,0,0,0,0,4,3
3257,2,0,0,0,1,0,1
3258,0,4,0,2,0,0,0
3259,1,0,0,0,0,2,0
3260,1,0,0,2,0,0,1
3261,1,0,4,0,3,2,0
3262,0,1,0,0,0,2,0
3263,1,3,0,0,0,2,0
3264,3,0,3,2,1,3,0
3265,1,0,2,0,4,1,0
3266,1,0,0,0,0,2,0
3267,1,0,1,0,1,1,0
3268,3,4,0,1,3,1,0
3269,1,2,0,0,1,1,0
3270,0,0,0,3,0,1,0
3271,0,3,2,2,0,4,0
3272,0,0,1,2,0,1,0
3273,1,4,3,0,1,3,0
3274,4,0,0,0,1,3,0
3275,1,1,4,0,1,1,0
3276,2,0,1,0,1,1,0
3277,0,0,0,1,0,1,1
3278,0,0,2,1,0,3,3
3279,1,0,0,0,0,2,3
3280,4,0,3,1,1,1,0
3281,3,0,0,0,2,3,0
3282,2,0,2,3,3,2,0
3283,1,0,3,0,3,1,0
3284,1,0,1,2,0,2,0
3285,1,0,0,2,0,2,0
3286,4,0,0,0,1,1,0
3287,1,0,0,1,0,0,0
3288,3,0,0,0,0,1,0
3289,1,1,0,4,1,1,0
3290,0,0,0,0,0,4,0
3291,4,0,0,1,0,1,3
3292,1,0,0,0,1,3,0
3293,4,2,1,1,0,3,0
3294,0,3,1,2,0,1,0
3295,1,4,3,0,1,4,0
3296,3,0,0,3,1,3,0
3297,0,0,0,0,0,2,0
3298,2,0,0,0,0,1,0
3299,0,0,0,0,1,1,0
3300,0,0,0,1,0,2,0
3301,2,0,2,4,0,1,0
3302,1,0,0,0,1,1,1
3303,2,0,0,0,1,1,0
3304,0,0,0,0,1,0,1
3305,1,0,0,2,3,2,0
3306,4,0,3,0,2,4,0
3307,4,0,0,0,1,3,0
3308,0,0,0,0,1,0,1
3309,1,0,0,0,2,1,2
3310,0,0,0,1,0,1,0
3311,1,0,0,0,0,0,1
3312,0,0,0,2,3,1,0
3313,2,1,0,0,0,0,1
3314,1,0,0,0,0,2,0
3315,1,0,0,0,1,0,3
3316,2,0,2,1,1,2,1
3317,2,0,3,0,0,1,0
3318,4,0,0,1,0,2,0
3319,0,1,0,4,1,0,0
3320,0,1,0,1,0,0,0
3321,0,0,0,1,0,2,0
3322,0,4,0,1,0,2,0
3323,1,2,0,0,4,3,0
3324,0,0,1,1,0,1,0
3325,1,0,4,1,0,0,0
3326,1,0,0,1,0,2,4
3327,3,0,0,2,1,4,2
3328,1,3,2,0,2,2,0
3329,1,0,0,0,0,3,4
3330,3,0,0,1,1,1,1
3331,0,4,0,3,0,3,4
3332,2,0,0,0,1,2,0
3333,0,0,0,0,1,2,2
3334,1,0,0,3,1,1,0
3335,0,0,0,0,0,3,0
