,chlorides,total_sulfur_dioxide,volatile_acidity,free_sulfur_dioxide,density,sulphates,residual_sugar
2516,0,3,0,1,0,1,1
2517,0,1,3,0,0,0,0
2518,3,1,0,0,0,2,0
2519,0,1,4,0,2,0,0
2520,0,2,1,0,0,0,1
2521,0,0,0,0,0,0,0
2522,0,4,0,0,3,0,0
2523,0,2,0,4,0,0,0
2524,3,0,2,0,1,0,0
2525,0,4,0,1,1,0,4
2526,0,1,3,0,1,1,0
2527,0,1,3,0,0,3,0
2528,0,2,1,0,1,1,1
2529,0,0,2,0,1,4,0
2530,0,1,0,0,0,1,1
2531,0,0,0,0,0,0,0
2532,0,2,0,0,2,0,0
2533,0,0,1,0,0,3,0
2534,1,2,0,0,0,0,0
2535,0,0,0,0,0,0,0
2536,0,0,1,0,0,0,0
2537,0,0,0,0,0,0,0
2538,0,1,4,4,2,3,1
2539,0,1,0,1,4,1,0
2540,0,1,0,3,0,4,0
2541,4,1,1,0,0,4,0
2542,3,1,0,0,0,0,0
2543,0,1,0,0,0,0,0
2544,0,1,1,0,0,1,0
2545,0,2,4,0,1,0,1
2546,0,0,0,4,0,1,0
2547,0,4,3,2,0,0,0
2548,0,4,4,1,0,0,0
2549,0,2,4,3,0,0,0
2550,0,1,0,0,1,0,2
2551,0,1,0,1,0,0,1
2552,0,1,0,4,0,1,0
2553,2,0,1,1,2,2,0
2554,0,0,1,0,1,1,0
2555,0,1,4,0,0,0,0
2556,4,1,0,4,0,0,0
2557,0,1,0,0,0,0,1
2558,0,1,0,0,0,0,0
2559,0,2,2,1,0,0,0
2560,0,1,0,2,0,1,0
2561,0,2,0,0,1,2,0
2562,0,1,0,0,0,0,0
2563,0,4,1,4,0,0,0
2564,1,1,0,0,3,4,0
2565,3,1,1,1,0,0,0
2566,0,0,1,0,3,1,3
2567,1,0,0,3,0,1,0
2568,0,1,0,0,2,1,1
2569,0,1,2,0,0,0,0
2570,3,2,1,0,0,0,0
2571,0,1,1,0,0,0,0
2572,0,0,3,3,0,1,0
2573,0,1,4,0,0,1,2
2574,0,1,3,2,0,1,0
2575,0,0,0,1,0,1,1
2576,0,1,1,1,1,1,0
2577,0,1,1,0,4,0,0
2578,4,1,0,1,0,1,0
2579,0,2,0,3,0,1,0
2580,0,1,0,3,4,1,0
2581,0,1,0,0,0,0,0
2582,1,2,0,0,0,0,0
2583,0,0,3,3,0,2,0
2584,4,1,1,1,4,0,4
2585,0,1,0,0,3,2,0
2586,0,1,0,0,0,2,0
2587,1,1,1,3,1,4,0
2588,0,1,1,0,0,1,0
2589,3,0,1,1,0,0,0
2590,0,0,4,2,0,3,1
2591,0,1,0,0,0,0,0
2592,0,0,1,0,0,1,0
2593,0,0,1,0,0,0,0
2594,0,3,0,0,1,4,0
2595,0,2,1,0,4,0,0
2596,0,0,0,0,0,3,0
2597,0,0,2,0,0,0,1
2598,4,1,0,0,0,0,4
2599,0,0,0,0,0,0,0
2600,0,1,0,0,1,2,0
2601,1,1,0,0,0,1,0
2602,0,2,0,0,0,0,3
2603,0,0,2,0,1,1,0
2604,0,1,0,0,0,0,0
2605,0,1,4,2,0,0,0
2606,0,2,1,0,0,1,2
2607,0,1,4,0,0,0,4
2608,1,3,3,0,1,0,1
2609,0,1,0,0,1,2,1
2610,1,4,0,0,4,1,1
2611,0,2,4,0,1,0,1
2612,0,0,1,0,0,0,0
2613,0,2,0,1,0,0,0
2614,0,0,0,0,0,0,4
2615,0,1,0,4,1,0,0
2616,4,1,0,0,1,1,1
2617,0,4,0,0,0,1,0
2618,0,1,0,2,0,0,0
2619,0,1,0,0,0,0,0
2620,0,0,4,2,1,0,0
2621,0,3,0,0,0,0,0
2622,0,0,0,3,0,0,4
2623,0,3,0,4,2,1,0
2624,0,0,0,0,0,1,0
2625,0,0,0,0,0,1,0
2626,0,2,3,0,0,1,0
2627,0,0,0,0,0,3,0
2628,1,0,4,0,2,3,0
2629,3,1,0,0,0,0,0
2630,4,1,1,0,0,0,0
2631,0,0,0,0,3,0,4
2632,0,3,0,0,0,0,0
2633,0,1,0,1,2,0,1
2634,0,0,0,3,1,4,0
2635,0,0,2,0,3,3,0
2636,0,1,0,3,0,1,0
2637,0,0,0,0,0,0,1
2638,1,4,0,2,0,4,0
2639,4,1,3,0,0,1,0
2640,0,1,1,0,0,2,0
2641,0,1,1,0,0,0,1
2642,0,1,4,0,1,0,0
2643,0,0,2,0,1,0,1
2644,0,1,0,0,3,1,0
2645,3,2,0,0,0,2,0
2646,0,3,0,0,0,0,0
2647,0,1,0,1,0,0,1
2648,0,1,1,2,0,0,1
2649,0,1,0,1,2,0,0
2650,1,3,1,0,0,2,0
2651,4,1,1,0,0,0,0
2652,0,1,0,0,0,1,2
2653,0,2,0,0,0,0,0
2654,4,4,0,0,0,2,4
2655,0,0,3,0,0,1,0
2656,3,2,0,0,0,2,1
2657,0,2,0,0,0,0,0
2658,0,1,0,0,0,3,0
2659,0,1,0,0,2,0,0
2660,3,1,0,0,0,3,0
2661,0,1,0,1,3,0,0
2662,4,0,0,0,4,1,0
2663,0,1,0,0,0,0,0
2664,0,3,3,0,1,3,0
2665,0,2,2,0,1,3,1
2666,0,1,0,0,0,0,0
2667,0,1,0,0,2,3,0
2668,0,0,1,4,0,0,3
2669,3,1,0,0,1,0,1
2670,0,2,2,4,1,1,0
2671,0,1,0,0,0,1,0
2672,0,1,0,0,4,1,2
2673,0,0,0,0,3,1,0
2674,0,1,0,0,2,0,0
2675,0,1,0,0,0,0,3
2676,3,1,0,0,0,4,0
2677,0,1,0,0,0,1,3
2678,0,1,1,1,1,0,0
2679,3,0,0,4,0,1,0
2680,2,0,0,0,0,0,0
2681,0,4,1,0,0,0,0
2682,0,1,0,1,0,0,1
2683,0,1,2,0,2,0,0
2684,0,1,0,0,1,0,0
2685,0,1,2,1,0,1,0
2686,2,2,1,0,0,1,0
2687,0,3,1,0,0,3,0
2688,0,4,0,3,0,3,0
2689,0,2,0,4,0,0,0
2690,1,0,0,0,0,1,0
2691,4,1,0,0,4,1,0
2692,0,0,2,0,0,2,0
2693,0,2,0,1,4,0,0
2694,0,0,2,0,2,3,0
2695,0,2,0,4,1,0,3
2696,2,2,2,1,2,1,0
2697,1,4,4,0,1,4,0
2698,0,2,3,0,2,1,0
2699,0,4,0,0,0,1,0
2700,3,1,0,2,0,2,0
2701,0,4,0,0,0,0,0
2702,0,3,0,4,0,0,0
2703,0,1,0,0,0,1,0
2704,0,1,1,0,1,1,0
2705,0,0,2,0,3,1,0
2706,0,1,1,0,0,1,1
2707,0,1,1,0,3,1,2
2708,2,1,1,1,0,0,0
2709,3,1,1,3,0,0,0
2710,0,1,0,0,1,2,1
2711,0,0,1,2,1,2,0
2712,0,0,3,0,4,3,0
2713,0,1,4,1,0,1,0
2714,0,1,0,0,0,0,4
2715,0,1,0,0,3,0,0
2716,0,1,1,0,3,0,4
2717,0,0,1,0,2,1,0
2718,0,0,0,0,1,1,0
2719,0,1,1,0,2,0,3
2720,4,0,1,0,1,1,0
2721,0,0,0,1,0,0,1
2722,0,1,0,4,1,0,0
2723,2,2,1,1,2,0,1
2724,0,2,2,0,0,3,0
2725,0,1,2,0,0,3,0
2726,0,2,3,1,0,3,0
2727,2,2,0,0,2,0,0
2728,0,4,0,0,1,0,0
2729,0,1,0,1,0,1,0
2730,2,1,0,1,1,0,0
2731,0,1,0,4,0,0,1
2732,1,1,1,0,1,0,0
2733,0,1,0,0,0,0,0
2734,0,2,2,0,2,0,4
2735,0,0,1,0,3,0,0
2736,0,1,3,0,0,3,0
2737,4,1,0,1,0,1,0
2738,0,4,0,0,0,0,0
2739,0,0,0,0,0,0,0
2740,0,1,3,2,4,0,0
2741,0,4,0,0,0,0,1
2742,0,1,0,0,0,0,0
2743,0,1,0,0,1,0,1
2744,0,1,4,0,1,1,2
2745,0,2,0,0,0,4,2
2746,0,1,0,0,0,0,0
2747,0,1,4,0,0,1,0
2748,0,1,0,0,0,0,0
2749,0,1,0,0,0,0,0
2750,4,2,0,0,1,0,0
2751,1,1,0,0,2,4,1
2752,3,3,0,0,0,0,0
2753,0,0,1,0,4,0,0
2754,0,2,0,0,1,0,1
2755,0,1,0,1,1,0,4
2756,2,1,0,0,0,4,0
2757,0,1,3,0,0,4,0
2758,0,0,1,0,0,2,0
2759,0,0,0,2,0,0,0
2760,0,0,0,0,1,4,0
2761,1,1,2,0,0,0,0
2762,0,1,4,0,0,0,0
2763,0,2,0,4,0,0,0
2764,0,1,0,0,0,0,1
2765,0,1,0,1,1,0,1
2766,4,1,0,0,0,0,0
2767,0,0,1,1,0,1,0
2768,0,2,0,0,0,0,0
2769,0,2,3,0,2,0,1
2770,2,1,3,4,0,0,0
2771,0,1,1,0,0,0,1
2772,0,0,4,0,3,0,0
2773,0,2,0,0,0,4,0
2774,0,1,1,0,0,0,3
2775,1,0,3,4,0,1,0
2776,0,1,1,1,0,0,0
2777,3,1,1,0,1,0,0
2778,0,4,0,2,0,0,0
2779,0,0,3,0,4,4,0
2780,0,0,0,0,0,1,1
2781,0,2,0,0,1,1,1
2782,0,1,0,0,4,0,0
2783,3,2,0,4,1,0,0
2784,0,1,0,0,0,1,0
2785,0,0,0,4,0,3,0
2786,0,0,1,1,1,1,0
2787,0,1,4,3,1,2,0
2788,2,1,2,0,4,1,0
2789,0,1,0,0,0,0,3
2790,0,1,0,0,0,0,0
2791,0,1,2,0,0,0,1
2792,0,0,1,1,1,1,0
2793,0,2,0,2,0,0,0
2794,0,0,0,0,0,3,0
2795,0,1,0,0,0,0,0
2796,0,2,0,0,0,0,0
2797,4,3,0,0,2,0,0
2798,0,0,0,0,0,4,0
2799,0,0,0,0,0,2,0
2800,0,2,4,3,0,1,0
2801,0,0,3,0,4,0,3
2802,0,1,1,0,0,0,0
2803,0,2,1,0,1,2,0
2804,2,3,1,0,0,1,0
2805,0,1,0,3,0,0,0
2806,0,3,0,0,4,0,3
2807,0,1,1,1,0,1,0
2808,1,1,1,3,1,0,1
2809,1,3,2,0,0,3,0
2810,0,0,3,0,0,0,0
2811,0,1,0,4,0,1,0
2812,0,0,2,0,1,1,2
2813,2,1,1,0,0,0,0
2814,0,2,0,0,0,0,0
2815,0,0,2,0,3,1,1
2816,1,2,3,0,3,1,0
2817,0,1,0,0,4,0,0
2818,3,3,0,1,0,1,1
2819,0,1,1,0,0,0,0
2820,0,1,0,0,0,0,0
2821,0,2,1,0,0,0,0
2822,0,2,0,0,1,1,1
2823,0,0,1,0,1,1,0
2824,0,2,0,0,0,0,0
2825,0,0,2,0,1,3,0
2826,0,2,0,0,4,0,0
2827,0,2,1,4,0,3,0
2828,0,0,1,0,2,1,2
2829,0,1,0,0,0,0,0
2830,0,1,4,1,0,1,0
2831,0,1,0,3,0,0,0
2832,0,2,4,0,0,2,0
2833,0,1,0,0,0,0,0
2834,0,1,3,0,1,3,1
2835,0,1,0,0,1,0,0
2836,0,1,0,1,3,0,0
2837,0,0,1,0,1,1,0
2838,0,2,0,2,1,0,0
2839,4,4,1,3,0,1,0
2840,0,4,0,0,0,0,0
2841,0,2,0,3,0,0,0
2842,0,0,0,0,0,0,2
2843,0,0,0,0,0,0,0
2844,0,1,0,0,0,0,0
2845,0,0,1,1,0,0,4
2846,0,1,0,0,0,0,0
2847,4,3,1,0,0,0,0
2848,0,0,3,0,0,3,0
2849,0,2,0,1,0,0,0
2850,0,2,3,0,1,2,0
2851,0,3,0,0,0,0,0
2852,0,1,0,0,1,0,0
2853,2,1,0,0,0,0,0
2854,3,3,0,0,0,0,0
2855,4,2,1,4,1,1,0
2856,0,2,0,3,1,1,0
2857,0,0,2,0,1,3,0
2858,4,0,1,0,1,1,0
2859,4,4,0,4,1,4,1
2860,0,1,0,1,1,3,0
2861,0,0,0,0,0,1,4
2862,1,4,3,0,0,0,0
2863,0,3,0,2,3,0,0
2864,0,1,0,1,2,1,0
2865,1,4,0,0,0,0,0
2866,0,2,0,4,0,1,1
2867,0,2,0,1,0,0,0
2868,0,2,3,1,0,1,0
2869,2,1,0,0,1,0,0
2870,0,0,1,0,0,0,0
2871,1,1,4,0,0,0,0
2872,0,2,2,1,0,0,3
2873,0,2,0,1,0,0,0
2874,0,1,1,0,4,1,0
2875,0,1,1,2,0,4,0
2876,0,3,2,0,3,4,0
2877,3,1,4,0,0,0,0
2878,3,1,1,4,0,0,0
2879,0,3,0,2,1,2,0
2880,0,0,1,0,0,1,0
2881,0,3,0,0,4,0,0
2882,0,1,0,0,0,3,0
2883,0,1,0,4,0,4,4
2884,1,1,2,0,2,1,0
2885,0,1,1,3,0,0,0
2886,0,1,0,0,1,2,0
2887,0,1,1,0,1,1,4
2888,0,3,0,1,0,1,0
2889,0,0,2,0,4,3,3
2890,0,4,3,3,3,1,0
2891,0,2,0,3,0,2,2
2892,0,1,1,0,0,0,0
2893,1,1,0,0,0,0,0
2894,4,1,1,0,0,0,0
2895,2,2,0,1,1,1,1
2896,1,4,0,0,0,0,0
2897,0,2,0,0,0,0,0
2898,0,1,0,0,1,0,0
2899,0,1,3,4,0,4,1
2900,0,1,1,0,0,0,4
2901,0,1,0,0,3,0,3
2902,0,0,0,0,2,4,2
2903,0,1,0,3,1,0,1
2904,2,1,0,3,0,0,0
2905,4,3,0,0,0,0,0
2906,0,1,0,2,0,1,1
2907,0,0,2,0,0,0,0
2908,0,2,0,0,1,0,1
2909,0,3,2,3,0,1,3
2910,0,0,0,2,0,0,0
2911,0,3,0,0,0,0,1
2912,0,0,1,0,0,1,0
2913,1,0,1,0,4,1,0
2914,0,2,0,0,0,0,0
2915,1,2,0,0,0,3,0
2916,0,2,0,1,0,2,0
2917,0,4,3,0,0,0,0
2918,0,1,1,3,0,0,3
2919,0,2,3,3,0,0,0
2920,1,1,0,0,0,0,1
2921,0,1,0,0,0,0,0
2922,0,1,0,0,0,0,0
2923,0,1,0,0,0,0,0
2924,0,2,1,1,0,2,0
2925,0,0,1,0,1,1,0
2926,0,1,0,1,0,0,0
2927,0,1,4,0,3,4,0
2928,0,0,0,2,1,3,0
2929,0,1,4,0,0,3,0
2930,0,1,4,0,0,0,4
2931,0,1,0,0,3,4,4
2932,0,2,2,0,0,0,0
2933,0,0,0,4,0,0,3
2934,1,1,0,0,0,0,2
2935,0,0,2,0,0,1,0
2936,1,1,1,1,3,2,0
2937,1,2,1,0,0,1,0
2938,1,1,0,1,1,1,1
2939,0,1,4,1,1,0,0
2940,1,2,0,0,1,0,3
2941,0,3,0,3,4,0,4
2942,3,3,0,0,1,0,2
2943,0,0,3,2,4,0,0
2944,0,2,1,0,0,0,0
2945,0,0,0,0,0,1,0
2946,0,0,1,0,3,1,0
2947,0,2,1,1,0,0,0
2948,0,1,1,0,0,0,0
2949,0,2,2,1,0,3,0
2950,0,0,0,0,0,1,0
2951,0,3,0,0,0,0,0
2952,0,0,2,0,3,1,0
2953,0,0,3,0,1,1,0
2954,0,4,0,1,0,1,2
2955,0,1,0,2,0,3,0
2956,0,0,0,0,1,1,0
2957,0,0,1,2,1,4,0
2958,1,4,0,0,1,0,1
2959,1,0,3,3,0,3,0
2960,0,1,0,0,0,1,0
2961,0,1,0,3,0,1,0
2962,0,2,1,0,0,0,2
2963,0,1,0,4,1,0,1
2964,2,0,1,0,2,1,0
2965,0,3,0,0,1,0,0
2966,0,1,0,1,2,1,0
2967,0,2,0,4,1,0,1
2968,0,2,4,2,0,3,0
2969,0,1,0,0,4,1,0
2970,0,1,0,0,0,1,0
2971,1,2,0,1,1,0,0
2972,0,4,3,0,3,0,0
2973,0,0,0,2,0,2,0
2974,3,2,0,0,1,1,1
2975,0,1,0,0,0,0,0
2976,1,2,3,0,1,0,0
2977,0,1,0,0,4,0,0
2978,3,1,3,0,1,0,0
2979,1,1,0,0,0,2,0
2980,0,0,1,3,4,0,0
2981,2,1,0,1,0,0,0
2982,3,3,0,4,4,0,0
2983,1,2,1,1,0,0,0
2984,2,2,3,0,0,0,0
2985,0,0,0,0,0,1,2
2986,0,0,4,0,1,1,0
2987,3,1,1,2,0,3,0
2988,1,1,0,0,4,0,0
2989,3,3,4,1,3,3,2
2990,1,1,0,0,1,0,0
2991,0,1,0,4,1,1,0
2992,0,4,4,0,0,0,0
2993,0,1,0,0,0,0,4
2994,1,4,0,0,1,1,0
2995,4,3,2,4,3,1,0
2996,0,1,0,0,0,0,4
2997,0,1,0,0,0,0,0
2998,0,1,0,0,2,0,0
2999,3,1,0,0,0,0,0
3000,4,2,4,0,0,0,4
3001,0,2,0,0,0,0,1
3002,0,0,1,3,2,2,1
3003,3,1,4,0,2,3,0
3004,0,1,0,3,0,1,3
3005,2,4,1,0,1,0,0
3006,0,0,0,0,0,1,2
3007,0,1,0,0,0,1,1
3008,1,1,4,0,0,0,2
3009,0,0,0,1,1,1,0
3010,0,1,0,0,0,0,0
3011,0,1,1,0,0,0,0
3012,3,4,0,0,0,4,0
3013,0,0,1,0,0,1,0
3014,0,4,0,0,1,0,1
3015,0,1,0,0,1,0,1
3016,1,0,2,4,0,0,0
3017,3,2,0,1,0,3,0
3018,0,0,0,0,1,0,0
3019,0,0,0,0,3,3,2
3020,0,1,0,4,4,4,4
3021,4,2,3,2,3,0,2
3022,0,0,1,0,0,0,0
3023,3,0,0,4,2,1,0
3024,0,0,0,0,1,2,0
3025,0,1,0,2,0,0,0
3026,0,4,0,0,0,0,0
3027,0,2,3,0,3,1,2
3028,2,1,0,0,1,0,0
3029,0,0,0,4,0,3,0
3030,0,1,0,0,0,3,0
3031,1,0,0,0,0,0,4
3032,0,4,1,0,3,1,0
3033,0,2,1,0,1,1,0
3034,1,3,1,0,0,0,0
3035,0,2,0,0,2,1,0
3036,1,0,0,0,0,1,0
3037,4,3,0,3,0,0,0
3038,0,1,0,0,1,0,1
3039,0,1,0,0,0,3,0
3040,1,1,0,1,0,0,0
3041,0,2,0,0,0,0,3
3042,0,4,0,0,0,1,0
3043,0,2,0,1,1,4,1
3044,3,1,0,3,1,0,1
3045,0,1,0,0,3,1,4
3046,0,1,0,0,1,1,0
3047,0,0,0,4,4,1,0
3048,0,0,0,3,0,1,0
3049,0,3,1,4,1,0,2
3050,0,1,0,0,0,4,3
3051,0,1,0,4,4,1,0
3052,0,1,0,0,3,2,0
3053,0,0,1,0,0,1,0
3054,4,1,0,0,1,1,1
3055,0,0,1,0,0,2,0
3056,0,1,2,1,1,0,0
3057,0,1,0,0,1,2,0
3058,0,0,4,0,0,1,0
3059,0,2,0,0,0,0,0
3060,2,0,1,1,1,1,0
3061,0,2,0,0,0,0,0
3062,1,1,0,0,0,2,0
3063,0,4,1,0,0,3,0
3064,0,2,0,0,4,4,3
3065,0,1,0,0,3,2,0
3066,4,1,2,0,1,0,0
3067,0,2,1,0,0,0,1
3068,3,4,0,0,4,3,0
3069,0,1,3,4,0,0,4
3070,0,1,0,0,0,0,0
3071,0,0,0,0,0,0,0
3072,0,1,1,4,0,0,0
3073,0,2,0,2,0,0,3
3074,0,4,0,0,1,1,0
3075,0,0,1,0,0,1,2
3076,0,1,0,4,0,1,0
3077,0,1,4,0,0,0,0
3078,0,1,0,0,0,0,2
3079,0,4,4,0,0,0,0
3080,3,1,0,0,0,0,0
3081,0,0,1,0,0,0,4
3082,0,1,0,0,0,1,0
3083,0,1,0,0,0,0,0
3084,0,0,0,0,0,0,4
3085,1,2,0,0,0,1,0
3086,4,1,0,0,0,3,3
3087,0,1,0,0,4,2,4
3088,0,1,0,0,1,1,1
3089,0,2,1,2,1,0,3
3090,4,0,2,2,0,1,0
3091,0,2,2,0,0,2,3
3092,0,0,0,0,0,0,0
3093,0,1,0,0,4,2,0
3094,3,1,0,0,0,0,0
3095,0,1,2,2,0,1,3
3096,0,2,0,0,0,3,0
3097,0,1,0,1,2,0,0
3098,3,2,0,0,0,4,0
3099,2,0,1,0,2,4,4
3100,0,0,0,0,0,2,0
3101,0,1,0,0,0,0,0
3102,0,0,0,0,1,4,3
3103,0,1,1,0,4,3,3
3104,0,3,0,0,0,1,0
3105,0,0,1,1,1,0,3
3106,0,0,0,0,4,1,0
3107,0,3,0,0,0,0,0
3108,2,1,0,0,0,0,0
3109,0,2,2,1,0,0,0
3110,0,1,0,0,0,1,0
3111,0,1,4,0,0,0,1
3112,0,1,0,0,0,0,0
3113,3,0,0,0,0,1,4
3114,1,0,3,1,0,1,1
3115,0,3,1,0,1,1,0
3116,0,3,0,0,0,0,0
3117,0,1,4,0,0,0,4
3118,4,1,1,0,2,0,1
3119,0,0,1,0,4,0,0
3120,0,3,0,1,0,3,0
3121,0,0,1,0,0,0,0
3122,1,3,1,2,1,0,1
3123,0,1,1,0,0,2,3
3124,1,1,3,1,0,1,0
3125,0,1,0,0,2,0,0
3126,0,1,3,0,4,4,0
3127,0,3,0,0,2,0,2
3128,0,1,0,2,0,0,0
3129,0,3,0,0,0,0,3
3130,0,4,0,0,0,4,0
3131,0,2,0,0,1,2,0
3132,0,1,0,2,0,0,0
3133,0,2,0,3,0,1,0
3134,0,2,4,0,0,0,1
3135,0,1,1,4,0,0,0
3136,0,2,0,1,0,0,0
3137,0,0,0,0,0,0,1
3138,0,1,0,0,0,0,3
3139,4,1,1,3,3,2,0
3140,2,0,0,0,3,0,0
3141,3,1,0,0,0,2,0
3142,0,1,0,0,0,0,0
3143,0,2,1,0,0,1,0
3144,2,0,1,0,2,0,0
3145,0,1,0,0,0,1,0
3146,0,4,0,0,0,0,0
3147,4,0,2,0,0,0,2
3148,0,1,0,0,0,0,0
3149,0,4,1,0,0,1,0
3150,2,1,0,0,0,0,4
3151,0,1,0,0,0,0,0
3152,0,0,0,0,0,0,3
3153,0,1,1,3,2,0,0
3154,1,4,1,0,1,1,1
3155,4,1,1,0,3,0,0
3156,0,0,2,0,0,0,0
3157,0,1,1,0,0,0,0
3158,0,1,1,0,0,0,2
3159,0,2,0,4,0,0,0
3160,0,2,0,3,0,0,0
3161,0,1,0,0,0,0,0
3162,4,1,0,0,0,0,0
3163,0,0,4,0,0,0,0
3164,0,1,1,0,0,2,3
3165,0,0,1,0,0,1,0
3166,2,1,0,0,0,4,0
3167,2,3,0,0,0,0,0
3168,1,0,1,1,1,2,0
3169,0,1,0,0,0,0,0
3170,0,0,3,0,2,1,0
3171,0,1,0,0,0,3,4
3172,0,1,1,0,0,0,0
3173,0,0,0,2,0,0,0
3174,0,2,0,0,0,0,0
3175,0,1,0,4,1,0,4
3176,2,1,0,0,0,0,4
3177,3,4,1,1,2,1,0
3178,3,1,0,0,4,0,3
3179,0,0,2,4,1,0,0
3180,0,1,2,0,1,1,0
3181,0,0,0,0,0,3,0
3182,0,0,0,0,0,3,0
3183,3,3,0,0,0,2,0
3184,0,0,1,0,0,3,0
3185,0,0,1,0,0,1,0
3186,1,1,2,4,4,2,0
3187,0,2,1,1,0,0,0
3188,0,1,0,1,0,1,1
3189,0,0,0,0,0,0,0
3190,3,1,1,0,0,1,0
3191,0,0,0,1,0,1,0
3192,0,3,0,0,0,2,1
3193,0,1,0,0,1,1,0
3194,3,0,1,0,2,4,0
3195,0,1,0,0,0,0,4
3196,0,1,1,0,0,4,4
3197,4,1,0,0,0,4,3
3198,0,1,0,3,1,0,3
3199,0,1,4,0,0,0,2
3200,0,0,1,0,0,1,0
3201,3,0,4,0,0,1,0
3202,0,0,1,0,2,3,0
3203,0,1,0,0,0,0,0
3204,0,1,0,0,0,0,1
3205,0,0,1,3,0,1,0
3206,0,0,0,2,0,0,3
3207,0,1,2,1,4,4,0
3208,0,2,0,0,0,3,0
3209,0,1,0,1,1,0,0
3210,0,0,0,0,1,0,0
3211,4,1,1,0,0,0,0
3212,0,2,0,0,0,0,1
3213,0,4,0,3,0,2,0
3214,4,2,4,3,0,0,0
3215,0,2,0,0,0,2,0
3216,0,1,1,0,4,1,0
3217,0,3,0,2,0,2,0
3218,4,2,0,1,1,1,1
3219,0,1,0,0,0,0,0
3220,4,2,0,0,0,0,0
3221,0,0,1,0,1,1,0
3222,0,1,1,0,1,0,0
3223,0,4,4,0,0,1,0
3224,0,1,0,2,0,0,0
3225,0,0,4,0,1,2,0
3226,3,2,2,0,0,0,0
3227,0,1,0,0,0,0,2
3228,0,1,0,0,0,4,0
3229,0,2,0,1,0,0,0
3230,0,2,0,0,0,0,0
3231,3,1,0,0,2,1,0
3232,0,1,0,0,0,0,2
3233,3,1,2,0,4,0,1
3234,0,1,0,0,1,0,1
3235,3,4,1,0,0,1,0
3236,1,1,4,0,0,4,0
3237,0,2,1,0,0,2,3
3238,2,2,0,0,0,0,0
3239,0,2,0,3,0,0,2
3240,0,1,0,2,1,1,1
3241,0,1,2,0,0,0,1
3242,0,1,0,3,1,1,0
3243,2,1,0,0,1,0,1
3244,0,0,0,0,0,4,0
3245,2,0,1,0,0,2,0
3246,0,1,0,0,0,0,3
3247,0,0,1,2,3,2,0
3248,0,0,4,0,1,2,0
3249,0,1,0,0,2,0,0
3250,0,1,2,0,0,0,0
3251,1,1,0,0,0,4,4
3252,2,1,4,0,3,0,0
3253,3,4,0,0,0,3,0
3254,0,4,0,0,0,0,0
3255,0,1,0,0,0,0,0
3256,0,2,0,0,0,1,1
3257,0,1,0,0,4,0,1
3258,0,1,3,0,4,2,2
3259,0,4,2,1,0,1,0
3260,0,1,0,0,1,0,1
3261,0,1,0,3,0,2,1
3262,0,0,3,4,0,0,0
3263,4,1,3,0,0,0,1
3264,0,1,0,0,0,0,1
3265,0,1,2,0,0,0,0
3266,0,1,0,0,2,4,0
3267,0,1,0,1,0,0,2
3268,0,0,1,3,0,0,0
3269,0,1,1,0,0,0,0
3270,0,0,0,4,1,1,0
3271,0,0,2,0,0,4,3
3272,0,2,2,2,0,0,3
3273,0,1,0,0,2,0,0
3274,0,0,1,3,0,0,0
3275,1,2,1,1,0,0,1
3276,3,3,0,0,0,0,2
3277,0,0,1,3,0,2,0
3278,0,0,1,0,1,3,1
3279,0,1,0,0,0,3,0
3280,0,0,1,0,0,2,0
3281,3,1,0,0,0,0,0
3282,0,2,0,2,2,0,1
3283,0,0,2,0,0,3,0
3284,0,3,0,0,2,0,0
3285,2,1,3,0,0,0,0
3286,0,1,3,0,0,0,0
3287,0,1,1,0,1,0,0
3288,0,2,0,0,2,1,0
3289,1,1,0,0,0,0,0
3290,0,0,1,4,4,0,0
3291,0,3,1,0,0,1,0
3292,0,1,1,0,0,0,4
3293,3,0,1,0,3,1,0
3294,1,0,0,0,0,3,0
3295,4,1,0,3,0,0,0
3296,1,0,0,1,0,0,0
3297,0,0,2,0,0,2,0
3298,0,2,0,0,4,0,0
3299,0,3,4,0,0,1,3
3300,3,0,0,4,0,0,0
3301,0,4,0,0,0,0,0
3302,0,1,0,1,0,0,1
3303,0,2,0,0,0,0,2
3304,0,1,0,0,1,0,1
3305,1,1,0,1,0,0,0
3306,0,0,0,0,0,1,0
3307,0,1,0,1,0,0,2
3308,3,2,0,0,1,4,1
3309,0,1,3,2,0,0,0
3310,3,0,1,3,0,2,0
3311,0,1,0,3,0,4,0
3312,0,0,2,0,0,4,0
3313,0,3,0,1,1,1,1
3314,0,1,0,4,0,1,0
3315,0,1,0,0,2,2,0
3316,0,0,1,0,0,0,0
3317,0,2,2,1,0,1,0
3318,4,0,1,0,0,1,0
3319,1,0,1,0,1,4,0
3320,0,0,1,3,0,0,0
3321,0,0,1,0,2,0,0
3322,4,0,1,2,0,1,0
3323,1,1,0,0,1,0,0
3324,0,0,1,4,1,1,0
3325,0,4,1,0,1,0,0
3326,1,1,0,0,0,1,0
3327,0,1,4,0,0,0,0
3328,0,1,0,2,0,0,1
3329,0,1,2,0,0,0,0
3330,0,2,0,0,0,0,2
3331,4,0,0,0,0,3,0
3332,3,2,0,0,2,3,4
3333,2,0,0,0,4,0,3
3334,0,1,0,0,4,0,4
3335,2,0,4,4,0,0,0
