,chlorides,density,citric_acid,alcohol,total_sulfur_dioxide,sulphates,volatile_acidity
2517,0,0,0,4,1,4,0
2518,0,0,0,1,1,0,4
2519,0,0,0,1,1,0,3
2520,0,0,4,2,0,2,1
2521,3,0,0,2,1,0,0
2522,3,0,1,1,0,0,0
2523,0,4,1,3,1,0,0
2524,0,1,0,1,0,2,2
2525,0,1,1,0,2,0,0
2526,0,0,1,1,1,1,0
2527,0,0,3,2,3,0,3
2528,0,1,3,2,1,0,1
2529,0,3,0,1,0,3,2
2530,1,2,1,1,1,1,0
2531,0,4,0,2,3,0,0
2532,0,0,0,1,3,1,0
2533,0,0,0,3,0,0,1
2534,0,0,1,2,0,0,0
2535,0,0,1,2,1,1,2
2536,0,0,0,3,0,0,2
2537,0,2,3,2,0,0,2
2538,0,0,1,1,1,0,0
2539,0,0,2,1,1,3,0
2540,0,3,1,1,1,0,2
2541,0,4,1,2,2,0,1
2542,0,0,2,1,1,3,0
2543,0,0,0,1,3,0,0
2544,0,0,1,1,4,1,3
2545,0,1,4,0,2,0,2
2546,0,0,1,2,0,1,0
2547,0,1,0,0,2,0,1
2548,3,0,2,1,1,0,0
2549,3,0,0,1,1,0,0
2550,0,0,0,1,1,0,2
2551,0,2,0,0,1,0,0
2552,0,0,1,2,4,0,0
2553,0,0,0,2,0,1,1
2554,0,1,0,4,0,1,1
2555,0,0,0,1,1,0,0
2556,0,4,3,3,1,0,2
2557,0,1,2,1,1,0,0
2558,1,2,0,3,1,0,0
2559,0,0,3,1,2,0,0
2560,0,1,2,2,1,0,0
2561,3,4,1,0,2,0,0
2562,0,2,3,1,0,0,0
2563,0,0,1,2,0,0,1
2564,1,0,0,0,3,0,0
2565,2,0,0,2,2,0,1
2566,0,0,0,2,0,1,1
2567,0,0,0,1,0,1,2
2568,0,0,1,4,1,1,0
2569,2,4,2,2,4,0,0
2570,0,1,0,1,1,0,1
2571,2,0,1,0,2,0,0
2572,0,0,1,2,3,1,3
2573,0,4,1,2,0,1,0
2574,0,0,1,2,0,1,2
2575,2,0,0,2,1,0,4
2576,0,1,1,1,1,1,1
2577,0,0,1,2,1,0,0
2578,0,0,1,2,2,1,0
2579,0,0,1,1,2,1,0
2580,0,3,1,0,1,0,0
2581,0,1,1,1,2,3,0
2582,0,0,1,1,0,1,0
2583,0,0,0,1,0,0,0
2584,0,0,2,3,1,1,1
2585,0,3,0,3,1,1,0
2586,0,4,0,3,0,2,0
2587,0,1,3,1,0,1,1
2588,1,2,0,2,1,0,0
2589,0,0,0,3,0,0,0
2590,0,4,1,2,0,1,0
2591,0,0,4,0,1,0,0
2592,4,0,0,2,0,1,0
2593,0,2,1,1,0,0,1
2594,0,0,3,1,0,4,0
2595,0,1,0,1,0,0,1
2596,0,0,1,1,0,2,0
2597,4,0,0,3,0,0,2
2598,3,0,3,1,1,4,3
2599,0,0,0,2,3,0,0
2600,0,0,1,1,1,0,1
2601,0,0,2,1,1,1,0
2602,0,3,0,1,4,0,0
2603,4,2,1,4,1,1,2
2604,0,0,0,3,1,3,1
2605,0,4,0,1,1,4,2
2606,2,0,0,1,1,0,1
2607,1,0,2,2,1,0,0
2608,0,1,0,0,1,2,0
2609,1,4,1,0,1,0,1
2610,0,0,1,0,2,1,0
2611,1,1,0,3,0,0,0
2612,3,1,3,3,0,0,1
2613,3,0,1,1,4,0,4
2614,1,0,0,1,0,0,0
2615,0,3,1,2,1,0,0
2616,0,1,0,0,1,1,0
2617,3,0,0,3,0,0,0
2618,0,0,0,3,1,0,0
2619,0,0,2,3,1,2,0
2620,0,0,1,2,0,0,0
2621,0,0,1,1,4,3,0
2622,4,0,1,3,3,1,0
2623,2,2,0,4,1,1,1
2624,0,4,0,0,0,1,0
2625,3,0,0,3,0,0,0
2626,0,0,0,0,2,3,1
2627,2,0,0,2,0,0,0
2628,1,0,0,1,1,0,4
2629,0,0,1,1,1,0,0
2630,0,0,3,0,1,0,0
2631,0,2,1,2,0,0,0
2632,0,4,0,0,1,0,0
2633,0,4,1,2,1,0,0
2634,0,1,2,2,3,2,0
2635,1,0,1,4,0,0,1
2636,2,0,0,0,1,0,0
2637,0,0,1,2,3,0,0
2638,2,4,1,0,1,0,0
2639,4,0,0,1,2,1,0
2640,0,0,3,1,1,0,1
2641,0,0,0,3,0,0,0
2642,2,1,0,1,1,1,2
2643,0,1,0,1,0,0,2
2644,0,0,0,2,4,2,0
2645,0,0,3,1,1,0,0
2646,0,0,1,2,1,2,0
2647,0,3,1,0,2,0,0
2648,2,0,1,2,0,0,1
2649,0,0,1,1,2,0,0
2650,1,0,0,1,0,1,1
2651,0,2,0,1,4,1,1
2652,1,0,4,4,1,1,1
2653,3,2,1,0,2,3,0
2654,0,0,1,2,0,2,0
2655,3,0,0,2,0,0,2
2656,4,0,0,1,2,0,0
2657,0,2,0,1,2,0,0
2658,1,0,0,1,1,2,3
2659,0,0,0,1,1,1,0
2660,0,3,4,1,4,0,0
2661,0,0,0,1,0,0,2
2662,0,0,4,1,1,1,0
2663,0,4,2,0,1,0,2
2664,0,1,3,3,3,0,0
2665,0,1,1,0,4,4,0
2666,0,0,1,3,1,0,0
2667,0,0,1,3,1,2,1
2668,0,3,0,2,0,0,3
2669,0,1,0,3,1,3,1
2670,0,1,0,1,3,2,3
2671,3,1,0,3,1,1,1
2672,1,0,1,2,2,0,1
2673,0,0,1,2,1,0,0
2674,0,0,4,4,2,0,0
2675,0,0,1,2,1,0,3
2676,0,0,2,0,1,0,0
2677,0,4,0,3,0,0,0
2678,0,1,1,0,4,0,1
2679,0,0,1,2,0,1,0
2680,0,0,0,1,3,0,4
2681,0,0,1,0,1,0,1
2682,0,1,1,2,1,0,0
2683,0,0,0,4,0,2,0
2684,0,0,4,2,3,0,2
2685,3,1,0,1,1,0,2
2686,0,4,0,0,2,1,1
2687,0,0,2,0,0,1,4
2688,0,0,0,1,1,0,0
2689,0,0,0,2,1,0,0
2690,0,0,0,2,0,1,0
2691,0,0,0,0,1,0,0
2692,0,0,0,1,0,1,2
2693,0,0,1,2,2,1,0
2694,0,0,0,1,0,0,4
2695,0,4,0,0,2,0,0
2696,0,0,2,2,4,0,1
2697,0,3,0,0,1,0,0
2698,0,2,4,0,0,1,0
2699,0,0,2,0,1,1,0
2700,0,0,0,2,4,3,0
2701,4,0,3,3,1,0,0
2702,0,0,0,1,1,4,0
2703,0,0,0,1,1,2,0
2704,0,1,0,1,0,1,1
2705,0,0,2,2,0,1,2
2706,0,3,1,4,0,1,1
2707,0,0,0,3,1,1,1
2708,4,0,3,1,1,0,0
2709,0,0,0,1,1,1,1
2710,0,1,2,0,1,0,0
2711,1,4,1,4,0,1,1
2712,2,2,0,0,0,0,0
2713,4,0,1,3,1,1,3
2714,0,0,1,4,0,0,0
2715,0,0,1,2,1,0,1
2716,0,0,1,1,1,0,1
2717,0,0,0,0,0,2,0
2718,0,1,1,2,0,1,0
2719,0,2,1,2,1,1,0
2720,0,1,1,1,0,1,0
2721,3,3,0,3,0,0,0
2722,0,0,0,1,2,0,0
2723,0,0,0,1,2,0,4
2724,0,0,1,1,4,0,0
2725,2,0,2,4,0,3,4
2726,0,1,0,2,1,0,0
2727,0,0,0,1,2,0,0
2728,0,0,0,2,2,0,0
2729,0,0,3,1,4,1,0
2730,0,4,0,1,1,0,0
2731,0,2,1,0,1,0,0
2732,3,1,0,0,1,0,4
2733,0,0,0,1,2,0,0
2734,2,2,1,3,3,0,0
2735,0,0,0,3,0,0,2
2736,3,0,3,2,1,0,1
2737,0,4,2,3,1,2,0
2738,1,0,0,3,1,0,2
2739,0,0,1,2,1,0,0
2740,0,0,1,1,1,0,1
2741,0,1,0,0,1,0,0
2742,0,0,4,1,1,0,4
2743,0,1,0,0,0,0,1
2744,0,1,1,3,1,1,0
2745,0,0,0,0,1,0,0
2746,0,4,4,2,4,0,0
2747,0,0,0,3,0,1,1
2748,0,0,3,0,1,2,3
2749,0,2,0,1,1,0,0
2750,0,1,0,1,2,0,0
2751,0,0,3,1,1,1,3
2752,0,4,0,1,1,0,0
2753,0,4,0,1,4,0,1
2754,0,1,0,0,2,2,0
2755,0,0,1,1,2,0,4
2756,0,0,0,3,1,1,2
2757,0,0,0,0,1,0,0
2758,0,0,0,1,0,0,1
2759,4,0,0,2,0,0,0
2760,0,2,1,1,0,1,0
2761,0,0,1,1,1,0,0
2762,2,4,1,3,0,0,2
2763,4,0,0,1,2,0,0
2764,0,1,1,1,1,0,0
2765,0,1,1,0,1,1,0
2766,0,0,0,2,1,2,0
2767,0,0,1,2,0,1,4
2768,0,0,1,1,2,1,0
2769,4,0,1,1,1,2,1
2770,0,0,3,0,1,0,1
2771,0,0,0,3,4,0,1
2772,4,1,0,1,2,3,1
2773,0,0,3,4,2,0,0
2774,0,0,0,2,1,0,2
2775,1,0,1,2,0,1,0
2776,1,0,0,4,4,0,1
2777,0,0,2,1,3,0,1
2778,0,0,0,1,0,0,2
2779,0,1,2,1,0,1,1
2780,0,0,0,3,4,1,1
2781,0,1,0,4,2,1,3
2782,0,0,0,2,1,2,4
2783,0,1,0,3,2,0,0
2784,0,0,1,3,1,0,0
2785,0,2,2,2,0,4,4
2786,1,1,1,1,3,1,0
2787,0,0,0,3,1,0,0
2788,0,2,1,3,2,1,0
2789,0,0,0,2,1,0,3
2790,1,0,3,1,2,0,0
2791,1,0,1,3,1,3,0
2792,0,1,1,2,0,1,1
2793,0,0,0,1,2,0,0
2794,1,0,1,2,1,0,0
2795,0,1,1,2,1,0,0
2796,0,3,4,3,1,0,0
2797,0,0,0,2,2,1,0
2798,2,0,4,4,2,4,0
2799,0,0,0,2,1,2,0
2800,3,0,0,1,2,0,0
2801,0,1,0,1,0,0,0
2802,0,0,0,1,1,0,0
2803,0,4,0,0,1,2,1
2804,0,2,0,2,0,1,1
2805,0,0,0,2,1,0,0
2806,0,0,0,0,1,4,0
2807,3,0,3,1,0,1,3
2808,4,1,0,0,1,0,0
2809,1,3,0,2,0,1,0
2810,0,0,0,3,0,0,2
2811,0,0,0,1,1,4,0
2812,0,1,0,1,2,0,3
2813,1,0,0,1,1,0,1
2814,0,0,1,1,2,0,0
2815,0,0,0,0,0,0,2
2816,0,1,0,0,2,1,1
2817,0,0,0,0,1,0,1
2818,0,0,0,1,2,0,0
2819,0,0,0,1,1,0,0
2820,1,0,0,2,1,0,0
2821,0,0,0,1,2,0,0
2822,0,3,2,4,2,1,0
2823,0,1,0,2,1,1,1
2824,0,0,1,1,2,0,1
2825,0,1,0,4,0,0,2
2826,0,3,0,4,2,0,3
2827,0,0,0,1,0,1,1
2828,0,0,0,1,0,2,1
2829,2,0,0,4,1,0,1
2830,0,1,2,2,1,1,0
2831,0,0,1,0,1,4,1
2832,0,0,1,2,2,0,3
2833,0,3,0,2,1,0,0
2834,0,0,2,0,3,0,0
2835,1,1,1,0,1,0,0
2836,2,3,0,1,1,0,0
2837,0,2,1,2,0,1,1
2838,0,1,0,1,2,0,0
2839,0,3,0,1,0,1,1
2840,0,0,3,2,0,0,2
2841,0,0,1,2,0,0,0
2842,0,0,1,3,0,0,0
2843,1,0,0,1,4,4,1
2844,0,0,0,3,3,0,0
2845,4,0,0,0,3,0,1
2846,0,4,0,0,0,4,0
2847,0,0,0,1,1,2,0
2848,0,0,2,0,0,1,0
2849,0,0,1,0,3,0,0
2850,0,0,0,0,2,3,1
2851,0,3,0,3,3,0,0
2852,0,0,1,1,1,0,2
2853,3,0,0,1,4,0,0
2854,0,0,0,1,1,0,0
2855,1,1,1,3,2,1,1
2856,0,1,0,4,1,2,3
2857,0,1,1,1,0,1,1
2858,2,1,1,0,0,1,1
2859,0,0,0,1,1,0,0
2860,0,3,1,0,1,0,1
2861,0,0,0,2,4,1,0
2862,1,0,2,0,0,3,3
2863,0,0,0,1,1,0,0
2864,0,0,1,2,0,0,0
2865,0,0,2,4,2,0,4
2866,0,1,1,1,2,2,1
2867,2,0,1,0,2,2,0
2868,0,2,1,1,1,1,4
2869,0,3,1,4,1,4,1
2870,0,0,1,3,0,0,0
2871,0,0,0,3,0,1,1
2872,0,4,0,4,2,3,1
2873,0,0,0,1,2,0,0
2874,1,0,0,3,1,1,1
2875,0,0,3,1,1,0,2
2876,0,0,0,3,1,0,0
2877,0,0,1,0,1,4,0
2878,0,0,0,1,1,0,0
2879,4,0,0,3,1,0,1
2880,0,3,0,1,0,3,1
2881,0,2,2,2,2,4,0
2882,3,0,3,4,1,0,1
2883,1,1,4,0,0,1,0
2884,1,3,4,0,0,1,2
2885,0,0,0,0,1,0,1
2886,0,2,2,4,0,0,0
2887,0,1,1,0,1,1,0
2888,2,1,0,2,1,1,2
2889,0,1,3,1,4,1,2
2890,0,0,4,1,2,1,0
2891,0,3,4,0,3,0,0
2892,0,0,3,1,1,1,0
2893,0,0,2,0,4,0,0
2894,0,0,0,2,4,0,2
2895,0,1,1,1,2,1,0
2896,0,0,1,1,0,0,0
2897,0,1,3,3,2,0,0
2898,0,0,0,2,0,1,3
2899,1,0,0,1,1,1,4
2900,0,4,0,0,2,0,3
2901,2,1,4,1,1,1,4
2902,0,4,1,1,0,0,0
2903,0,1,1,0,1,0,0
2904,0,0,2,0,1,0,0
2905,2,4,1,1,0,0,0
2906,0,0,1,1,1,1,0
2907,0,0,3,1,0,1,2
2908,0,1,3,1,2,0,4
2909,1,0,0,2,1,4,0
2910,3,0,0,4,2,0,1
2911,0,0,1,2,3,0,0
2912,0,1,0,2,0,1,1
2913,0,4,4,3,1,2,0
2914,0,0,1,1,2,0,0
2915,0,0,1,2,1,1,0
2916,1,0,2,1,2,0,0
2917,0,0,0,1,0,0,0
2918,2,0,0,1,1,0,4
2919,0,1,1,0,2,0,0
2920,1,0,0,1,4,0,0
2921,0,1,1,1,1,2,3
2922,0,2,1,1,1,0,4
2923,0,0,0,1,1,3,0
2924,0,1,0,0,3,3,4
2925,0,1,2,1,0,0,1
2926,0,0,1,0,1,0,0
2927,3,0,0,1,2,1,0
2928,0,0,1,4,0,2,0
2929,0,0,0,1,4,2,0
2930,0,0,2,0,1,0,1
2931,0,4,2,1,2,3,4
2932,0,0,0,0,0,0,3
2933,0,0,0,3,1,0,0
2934,0,2,0,4,0,3,0
2935,0,0,2,2,0,1,1
2936,1,1,0,1,1,0,1
2937,0,0,0,2,0,1,1
2938,0,1,1,1,1,1,0
2939,0,0,0,4,2,0,2
2940,1,1,1,0,4,0,4
2941,0,1,0,0,1,0,2
2942,1,1,0,0,2,0,4
2943,0,0,0,1,1,0,0
2944,0,0,0,0,2,0,0
2945,0,0,0,2,0,4,4
2946,0,1,1,1,1,1,1
2947,0,0,0,0,2,2,0
2948,0,0,1,2,1,0,0
2949,0,0,0,1,0,2,1
2950,2,0,1,2,0,1,3
2951,1,0,1,0,3,0,0
2952,0,0,0,2,3,1,2
2953,0,1,0,4,0,0,0
2954,0,0,0,2,1,2,0
2955,0,2,1,4,4,0,0
2956,0,0,1,2,0,0,0
2957,0,3,1,2,0,2,0
2958,0,0,4,1,1,0,0
2959,1,0,0,2,0,0,2
2960,0,3,0,1,0,1,1
2961,0,0,0,1,1,0,1
2962,1,0,0,1,4,0,1
2963,0,1,4,0,1,0,0
2964,0,4,0,2,0,1,1
2965,0,0,0,0,1,0,1
2966,0,0,4,1,2,1,0
2967,0,1,1,0,2,0,2
2968,0,0,0,3,0,2,0
2969,0,0,1,2,1,0,0
2970,4,0,0,2,1,1,4
2971,4,1,1,0,2,0,0
2972,0,1,1,2,3,1,0
2973,0,3,1,1,0,3,0
2974,0,0,0,1,0,1,3
2975,0,0,1,0,1,0,1
2976,0,0,1,2,1,1,0
2977,0,0,1,2,2,0,0
2978,4,0,0,2,1,0,0
2979,0,0,0,2,1,1,0
2980,1,0,1,0,0,0,1
2981,0,3,0,4,4,0,0
2982,0,0,0,0,2,0,4
2983,0,0,0,2,2,0,1
2984,0,1,0,1,2,0,1
2985,1,0,2,1,0,1,1
2986,0,4,1,0,0,1,1
2987,3,0,2,0,0,2,1
2988,0,4,2,3,1,0,0
2989,0,0,3,2,3,4,0
2990,1,0,1,1,1,1,1
2991,2,1,1,0,2,1,0
2992,0,3,0,2,4,0,2
2993,0,0,1,1,4,0,0
2994,4,2,1,2,0,1,0
2995,0,0,1,1,2,1,0
2996,0,0,1,1,2,0,0
2997,0,0,0,2,1,0,0
2998,0,0,0,1,1,0,0
2999,0,0,1,1,1,3,0
3000,0,4,4,3,4,3,1
3001,0,0,0,1,2,4,0
3002,0,0,1,1,2,3,1
3003,0,1,0,1,1,0,0
3004,0,0,0,1,1,0,0
3005,2,3,4,0,2,0,1
3006,0,0,0,1,0,1,0
3007,0,0,0,2,1,0,0
3008,0,0,0,1,1,0,0
3009,4,0,0,4,0,1,0
3010,0,3,0,2,1,0,0
3011,0,0,0,2,1,0,0
3012,0,3,4,1,2,1,2
3013,0,0,0,3,0,1,3
3014,0,1,1,0,1,0,0
3015,1,1,0,1,3,0,0
3016,0,0,0,0,0,2,1
3017,0,1,0,1,2,0,3
3018,0,1,1,2,1,0,0
3019,0,0,0,1,0,0,2
3020,0,0,0,1,1,0,4
3021,3,1,0,0,4,0,0
3022,0,0,1,3,0,3,1
3023,0,1,1,1,1,1,0
3024,2,0,1,2,0,0,2
3025,3,0,0,3,1,0,0
3026,2,0,1,3,1,1,0
3027,0,0,2,1,0,1,0
3028,3,0,0,2,1,0,0
3029,2,1,1,2,1,0,0
3030,0,0,0,2,4,1,0
3031,2,0,0,2,0,0,0
3032,4,0,1,2,1,1,1
3033,0,3,4,4,0,1,2
3034,0,3,4,1,2,0,1
3035,0,0,4,3,3,0,0
3036,0,0,1,3,0,1,1
3037,0,0,0,3,1,0,0
3038,3,1,3,0,1,4,0
3039,3,0,2,3,2,0,0
3040,3,2,4,3,1,0,0
3041,4,0,0,2,1,0,0
3042,4,0,0,3,0,3,1
3043,0,1,2,1,2,0,0
3044,1,0,0,2,1,1,3
3045,0,0,1,3,1,0,0
3046,0,1,4,1,0,1,0
3047,0,0,1,0,0,1,0
3048,0,0,1,3,1,1,0
3049,0,1,3,1,0,0,3
3050,0,3,0,2,1,0,2
3051,0,0,0,2,1,3,2
3052,2,0,0,1,1,0,0
3053,0,0,0,1,3,1,1
3054,0,1,0,0,1,1,0
3055,3,0,0,1,0,0,1
3056,2,2,0,1,1,0,3
3057,0,3,2,0,2,0,0
3058,0,0,0,2,0,2,1
3059,4,0,0,1,2,0,0
3060,0,0,0,1,0,1,1
3061,0,0,1,1,2,0,0
3062,0,0,1,2,1,1,4
3063,3,0,4,2,1,0,1
3064,1,1,0,0,0,0,1
3065,3,0,0,1,1,0,2
3066,0,0,1,2,2,0,1
3067,0,3,0,1,0,0,1
3068,1,1,1,1,0,0,3
3069,0,1,0,1,1,1,2
3070,0,0,1,3,1,0,0
3071,0,0,1,1,0,0,0
3072,0,3,0,2,1,0,0
3073,0,0,0,1,2,0,0
3074,0,3,0,2,1,1,2
3075,0,1,2,2,0,1,4
3076,4,0,4,0,1,1,3
3077,1,0,0,2,1,0,0
3078,4,0,2,2,1,0,1
3079,2,3,1,1,0,0,0
3080,0,0,0,0,3,1,2
3081,0,1,0,4,3,0,1
3082,0,0,0,2,1,1,0
3083,0,0,4,2,1,4,1
3084,0,0,1,2,0,0,0
3085,4,0,2,0,2,0,0
3086,4,0,1,2,1,0,0
3087,4,0,0,2,0,1,2
3088,0,4,2,0,1,0,0
3089,0,0,0,2,2,4,1
3090,0,0,0,2,1,1,2
3091,0,0,4,1,4,0,2
3092,4,0,0,2,0,0,3
3093,0,3,0,1,1,0,0
3094,0,0,0,0,1,1,2
3095,0,0,0,4,4,1,3
3096,1,0,2,2,2,0,0
3097,0,1,0,2,1,0,0
3098,4,0,0,1,2,0,0
3099,1,1,1,1,4,1,4
3100,0,4,1,1,0,2,0
3101,0,2,0,2,4,0,4
3102,0,1,1,3,0,4,0
3103,0,1,0,2,0,1,0
3104,4,0,1,3,0,1,0
3105,0,1,4,4,2,0,1
3106,0,0,1,1,0,1,2
3107,0,0,1,2,1,0,0
3108,1,0,3,2,1,1,0
3109,0,0,0,0,2,0,2
3110,0,0,2,4,1,1,0
3111,0,0,0,1,3,4,2
3112,0,0,1,3,1,4,0
3113,0,0,0,3,4,1,0
3114,0,0,2,4,0,1,0
3115,0,2,0,1,0,0,3
3116,0,0,3,1,2,0,3
3117,3,0,0,2,3,0,0
3118,4,4,0,3,2,0,0
3119,0,1,0,1,0,3,2
3120,2,0,0,0,3,0,4
3121,0,0,1,0,1,1,4
3122,1,2,2,4,2,0,1
3123,0,1,0,3,1,0,3
3124,0,0,0,3,1,0,1
3125,0,0,0,2,1,0,0
3126,0,0,0,2,1,2,0
3127,0,0,0,1,0,0,1
3128,3,0,1,2,1,3,0
3129,0,0,0,3,1,0,0
3130,0,2,1,1,1,0,0
3131,0,3,0,0,2,1,0
3132,0,0,3,2,1,0,0
3133,0,0,0,2,0,1,0
3134,0,1,0,0,1,0,3
3135,0,0,0,3,1,3,1
3136,2,0,1,1,0,1,2
3137,2,0,0,1,0,0,0
3138,0,0,0,4,3,0,3
3139,0,0,0,4,1,2,3
3140,0,0,0,1,1,0,4
3141,4,0,1,2,1,0,0
3142,2,0,0,3,4,0,0
3143,2,3,0,1,2,0,0
3144,0,0,0,2,0,0,1
3145,0,0,0,3,1,4,0
3146,0,3,0,0,3,0,0
3147,0,0,0,2,0,0,2
3148,0,4,0,3,1,2,0
3149,0,0,0,4,1,1,3
3150,4,0,0,3,1,2,0
3151,0,0,1,2,1,0,0
3152,0,1,0,2,1,0,0
3153,0,0,0,1,1,4,0
3154,0,1,2,0,1,1,0
3155,0,4,3,2,1,0,1
3156,0,2,4,1,0,2,2
3157,0,0,0,1,1,0,2
3158,0,3,0,1,1,0,1
3159,0,0,1,0,1,0,0
3160,0,0,1,1,1,0,1
3161,2,0,0,2,0,0,0
3162,1,4,0,0,1,0,0
3163,1,0,0,1,1,0,2
3164,0,0,0,3,1,4,0
3165,4,0,0,1,0,1,1
3166,2,0,0,2,2,0,0
3167,1,0,0,3,1,1,2
3168,1,1,1,0,2,2,2
3169,0,0,2,2,1,4,0
3170,0,0,0,2,0,3,1
3171,0,0,1,3,1,0,0
3172,3,0,0,0,0,0,1
3173,1,0,0,2,1,0,0
3174,4,3,0,1,2,0,1
3175,0,3,1,2,3,0,0
3176,4,0,0,1,1,0,0
3177,0,0,0,4,0,1,2
3178,0,0,1,2,3,2,0
3179,0,1,0,1,0,0,2
3180,0,1,0,1,2,0,0
3181,0,0,0,3,0,0,0
3182,0,1,0,3,1,0,0
3183,0,0,0,2,1,0,0
3184,0,0,0,2,0,0,1
3185,0,4,0,3,0,1,1
3186,4,0,1,2,1,0,0
3187,0,0,0,1,2,0,1
3188,0,0,1,1,1,1,2
3189,0,0,4,3,2,0,0
3190,3,0,0,3,3,2,1
3191,0,0,4,1,0,1,0
3192,0,0,0,0,1,0,0
3193,0,1,0,0,2,0,0
3194,0,0,4,3,4,0,1
3195,0,0,2,0,3,0,0
3196,0,0,0,2,1,3,1
3197,0,0,1,0,1,0,3
3198,3,1,2,2,1,0,0
3199,0,0,0,2,1,4,1
3200,0,0,4,3,2,1,2
3201,0,3,1,2,4,0,1
3202,0,0,0,1,0,2,2
3203,0,0,0,2,1,4,0
3204,0,0,0,1,3,1,0
3205,2,0,2,3,0,1,1
3206,0,0,0,2,3,0,2
3207,0,0,1,1,0,0,4
3208,0,0,0,1,0,1,0
3209,1,3,0,0,1,0,3
3210,0,1,1,1,0,0,1
3211,0,0,1,0,1,0,0
3212,0,1,0,3,2,4,0
3213,0,0,1,2,1,0,0
3214,0,0,0,3,3,0,3
3215,0,4,0,2,2,1,0
3216,4,0,2,0,1,4,0
3217,3,0,4,1,2,1,0
3218,4,1,0,1,1,1,2
3219,4,0,4,3,1,0,0
3220,0,1,1,1,2,4,2
3221,0,2,0,3,0,1,0
3222,0,3,1,1,1,2,3
3223,0,0,0,1,0,1,1
3224,0,0,0,3,1,0,0
3225,1,1,1,2,0,1,1
3226,0,0,2,1,2,1,3
3227,0,0,0,2,1,1,0
3228,0,0,1,3,0,0,0
3229,0,0,0,1,2,0,0
3230,0,1,2,1,3,0,0
3231,0,0,1,2,3,1,0
3232,0,0,0,1,1,0,0
3233,0,1,0,0,1,0,0
3234,0,0,0,3,1,0,0
3235,0,0,0,0,1,1,1
3236,0,0,1,2,1,0,1
3237,2,1,0,0,2,0,0
3238,0,0,0,2,3,0,0
3239,0,0,4,4,2,0,0
3240,0,2,1,0,1,1,0
3241,0,0,1,1,1,1,0
3242,0,1,0,1,1,1,1
3243,0,4,0,0,4,0,0
3244,2,0,0,1,1,0,0
3245,0,2,1,2,0,2,2
3246,0,0,0,0,1,0,3
3247,0,0,2,2,3,1,1
3248,1,0,1,1,0,2,3
3249,0,0,1,2,1,0,0
3250,0,2,3,1,2,0,0
3251,0,0,0,1,0,0,0
3252,3,0,1,0,1,0,0
3253,0,2,0,2,0,1,0
3254,0,0,0,0,1,0,1
3255,0,3,0,1,1,2,0
3256,0,0,0,2,0,1,0
3257,0,1,4,0,0,1,0
3258,1,0,0,1,2,0,0
3259,0,0,0,2,1,1,0
3260,0,1,0,0,1,0,0
3261,0,2,0,2,2,0,4
3262,0,0,0,4,0,0,0
3263,0,0,0,2,1,0,0
3264,0,0,3,2,1,0,0
3265,0,0,0,1,1,0,0
3266,0,0,0,0,1,0,0
3267,0,1,1,1,1,0,0
3268,0,2,1,1,0,1,1
3269,0,1,1,1,1,0,0
3270,3,1,0,1,0,1,2
3271,4,1,0,3,0,0,2
3272,0,0,0,1,0,0,0
3273,0,0,3,0,1,0,0
3274,0,0,0,3,1,0,3
3275,1,0,1,3,0,0,4
3276,2,0,4,1,0,0,0
3277,0,1,0,1,0,1,4
3278,0,0,0,3,0,0,1
3279,0,1,0,2,1,0,3
3280,0,3,1,1,0,3,1
3281,0,0,3,1,1,0,0
3282,0,0,1,2,2,0,0
3283,0,0,1,1,1,0,0
3284,2,1,0,2,1,0,0
3285,0,0,0,2,2,0,4
3286,0,0,4,2,2,1,0
3287,0,2,3,0,0,0,3
3288,4,0,0,1,2,4,0
3289,1,0,1,1,1,4,2
3290,4,2,3,1,0,0,2
3291,0,4,0,1,3,1,2
3292,0,0,1,3,1,3,0
3293,0,1,0,0,0,1,1
3294,0,0,0,1,2,0,0
3295,2,0,1,0,1,0,0
3296,4,0,1,2,4,0,2
3297,0,0,0,2,0,0,0
3298,0,4,0,3,2,0,0
3299,4,0,1,1,1,1,0
3300,0,3,0,3,4,0,4
3301,0,0,4,1,2,0,0
3302,0,1,1,1,1,0,0
3303,1,0,1,2,2,0,0
3304,0,1,1,0,1,0,3
3305,0,0,0,4,1,0,0
3306,0,1,0,2,4,3,0
3307,0,3,1,2,4,0,0
3308,0,3,1,0,2,0,0
3309,0,4,1,1,1,0,4
3310,0,0,0,0,0,0,1
3311,4,1,0,0,1,0,0
3312,3,0,0,0,0,0,2
3313,1,1,3,4,2,1,0
3314,0,0,1,0,1,1,3
3315,0,1,1,0,1,2,0
3316,0,0,3,2,0,1,1
3317,3,0,0,1,2,1,0
3318,4,0,4,2,0,1,0
3319,1,1,1,0,3,1,3
3320,0,0,0,3,0,1,1
3321,0,0,0,2,3,3,1
3322,3,0,0,2,0,1,1
3323,1,0,2,3,1,0,0
3324,0,1,1,3,4,1,1
3325,1,0,0,0,1,0,1
3326,3,2,0,3,1,1,0
3327,0,0,1,4,1,0,1
3328,0,0,2,2,1,0,0
3329,4,0,0,3,4,0,0
3330,0,0,2,1,2,0,2
3331,2,4,0,3,4,0,0
3332,0,0,1,2,0,0,0
3333,4,0,4,2,4,1,4
3334,2,0,3,1,1,0,0
3335,0,0,0,4,0,2,1
3336,3,3,0,1,3,2,1
