,alcohol,chlorides,free_sulfur_dioxide,sulphates,density,volatile_acidity,citric_acid
2517,0,1,4,0,0,1,1
2518,0,1,0,1,0,2,2
2519,0,0,0,1,0,0,1
2520,1,0,1,0,2,2,3
2521,4,0,0,3,3,0,3
2522,0,0,0,1,1,1,0
2523,2,0,1,4,1,3,2
2524,2,0,0,1,0,3,1
2525,1,3,1,1,2,0,3
2526,0,0,0,2,0,4,2
2527,2,1,4,4,0,3,0
2528,1,0,0,0,0,1,3
2529,0,1,4,3,4,1,4
2530,2,3,0,4,1,0,1
2531,4,0,0,3,0,3,1
2532,3,0,4,4,4,4,3
2533,4,4,0,2,1,2,0
2534,0,3,0,4,3,0,0
2535,1,4,0,4,0,4,3
2536,3,0,4,2,4,0,4
2537,3,0,1,0,4,0,1
2538,2,0,0,0,0,0,1
2539,1,4,3,2,3,0,0
2540,0,1,4,1,1,1,0
2541,1,0,0,1,1,2,0
2542,0,3,2,1,0,4,0
2543,3,0,0,4,3,2,2
2544,1,1,3,1,0,1,1
2545,4,3,0,3,1,2,1
2546,4,0,0,0,4,4,3
2547,1,0,3,0,4,0,1
2548,3,0,1,2,0,2,0
2549,2,4,1,3,4,4,0
2550,4,4,4,0,0,3,2
2551,4,3,4,1,3,0,3
2552,1,4,2,0,4,4,4
2553,4,0,1,3,1,3,2
2554,2,3,4,1,0,2,4
2555,0,0,3,3,4,4,3
2556,1,1,2,3,2,3,2
2557,2,0,4,0,3,1,1
2558,1,0,0,2,0,0,2
2559,1,4,4,3,2,0,0
2560,3,2,3,4,1,0,1
2561,4,2,0,1,3,4,4
2562,4,3,3,0,2,4,0
2563,0,0,2,0,3,3,2
2564,0,1,1,1,3,0,3
2565,0,2,1,4,1,4,3
2566,0,4,4,0,0,0,2
2567,3,2,0,0,0,1,3
2568,1,2,1,3,2,1,0
2569,4,0,2,2,2,0,0
2570,4,2,1,1,0,2,0
2571,4,4,3,3,3,2,0
2572,2,0,4,1,0,4,4
2573,3,2,2,2,2,2,3
2574,3,0,3,3,1,0,1
2575,1,3,0,1,0,2,2
2576,4,4,0,1,2,3,4
2577,0,4,1,1,1,4,1
2578,0,4,4,3,0,0,2
2579,3,1,1,1,3,0,3
2580,1,0,3,2,4,4,1
2581,3,1,0,0,1,0,1
2582,0,1,0,2,1,4,4
2583,4,0,0,1,0,0,4
2584,2,0,3,1,0,1,0
2585,0,4,0,4,2,0,4
2586,4,0,2,0,3,4,1
2587,0,1,4,0,3,1,0
2588,1,2,0,3,3,1,4
2589,2,4,3,2,1,3,1
2590,2,0,1,1,2,3,1
2591,0,2,0,2,1,2,3
2592,2,0,4,1,3,3,2
2593,3,4,2,0,1,2,2
2594,1,0,4,0,3,4,1
2595,0,4,3,0,4,2,3
2596,1,0,2,4,2,2,3
2597,0,2,0,4,3,4,4
2598,4,1,0,2,0,0,1
2599,0,4,2,0,4,1,3
2600,1,3,1,1,1,4,3
2601,3,0,0,1,3,2,3
2602,3,3,3,0,3,0,4
2603,3,3,0,4,2,1,1
2604,3,0,3,0,1,1,2
2605,0,1,4,2,4,0,1
2606,0,0,0,0,1,3,3
2607,1,1,4,1,2,3,2
2608,2,0,0,3,4,4,1
2609,4,4,0,0,0,2,4
2610,0,1,3,0,0,0,0
2611,2,3,4,0,3,4,0
2612,1,1,2,0,2,2,4
2613,4,0,0,3,0,0,1
2614,1,0,0,0,0,0,0
2615,2,0,0,4,1,2,0
2616,3,4,0,3,2,0,1
2617,2,3,0,2,3,0,3
2618,4,3,2,4,4,1,0
2619,0,2,3,2,2,4,2
2620,1,2,0,1,3,1,3
2621,3,0,0,2,0,4,1
2622,0,0,2,0,1,2,3
2623,3,0,4,0,1,4,4
2624,4,0,0,0,2,2,3
2625,2,1,4,2,0,0,0
2626,3,2,1,1,2,4,0
2627,0,0,1,0,0,0,4
2628,2,1,1,1,3,4,4
2629,1,0,0,0,2,2,4
2630,4,4,1,4,3,4,1
2631,3,2,0,3,0,4,1
2632,3,0,4,2,4,0,4
2633,0,4,0,4,4,2,0
2634,2,1,2,1,0,2,0
2635,2,2,2,3,2,1,1
2636,2,3,3,0,3,0,0
2637,2,4,3,1,2,4,0
2638,3,3,0,3,1,3,0
2639,2,3,4,3,3,4,3
2640,0,4,0,0,4,0,0
2641,4,0,4,2,0,1,3
2642,2,1,1,2,2,4,1
2643,4,0,2,0,4,4,4
2644,3,0,4,0,4,4,0
2645,1,4,3,0,3,0,4
2646,3,0,2,3,0,1,1
2647,0,2,0,4,4,1,1
2648,3,0,0,1,4,1,0
2649,4,2,4,4,4,4,1
2650,2,0,0,1,2,1,4
2651,2,4,2,3,0,1,1
2652,3,1,4,3,4,1,2
2653,1,0,1,4,3,2,4
2654,3,0,3,2,1,2,2
2655,1,4,4,0,1,3,1
2656,4,1,1,3,0,2,0
2657,3,2,4,2,3,2,2
2658,1,0,4,1,4,1,1
2659,2,2,3,4,1,4,3
2660,4,4,4,4,1,4,1
2661,0,1,3,0,3,0,1
2662,2,1,0,4,3,1,2
2663,1,0,0,1,1,4,4
2664,3,4,1,1,0,1,1
2665,3,4,0,0,1,4,0
2666,1,2,1,2,1,0,1
2667,1,3,4,3,4,3,2
2668,0,3,1,1,3,3,4
2669,1,1,0,0,2,2,2
2670,3,1,0,0,3,3,3
2671,4,4,4,0,1,2,4
2672,3,1,3,1,3,0,1
2673,1,0,4,2,0,0,0
2674,4,2,2,2,0,0,4
2675,0,3,1,2,4,4,1
2676,4,0,0,0,0,1,0
2677,1,1,4,3,3,1,0
2678,2,3,0,4,1,2,1
2679,3,3,1,4,2,0,3
2680,2,0,3,1,4,0,0
2681,3,0,0,0,0,2,3
2682,0,3,3,3,0,3,3
2683,2,0,2,0,4,2,0
2684,2,3,4,4,4,2,1
2685,0,0,4,1,4,1,1
2686,0,3,0,1,2,1,2
2687,2,2,0,0,0,3,1
2688,1,1,4,2,0,2,0
2689,1,3,2,1,1,1,0
2690,2,0,4,4,0,3,4
2691,0,4,1,2,3,1,1
2692,1,0,0,2,0,0,2
2693,4,4,3,2,2,4,4
2694,3,0,0,3,2,0,0
2695,3,2,2,1,0,2,2
2696,1,1,1,2,0,4,3
2697,0,3,4,0,0,0,2
2698,3,0,2,1,1,2,3
2699,0,2,0,0,0,2,1
2700,0,4,0,3,0,2,4
2701,2,3,0,1,4,3,0
2702,4,2,1,3,3,0,2
2703,3,4,3,0,4,3,0
2704,3,3,1,1,0,1,4
2705,2,1,0,2,4,1,4
2706,0,0,2,2,0,1,4
2707,1,1,0,0,0,1,0
2708,0,4,0,3,0,0,0
2709,3,0,2,2,3,2,2
2710,1,4,3,0,0,0,2
2711,4,4,2,3,0,1,1
2712,1,0,0,3,3,0,1
2713,1,4,0,0,4,3,1
2714,3,1,0,0,1,2,4
2715,4,4,0,0,4,3,2
2716,2,0,3,3,0,4,3
2717,3,0,0,0,1,3,4
2718,0,3,0,2,0,4,1
2719,0,0,0,1,1,2,3
2720,2,1,1,0,0,4,0
2721,1,4,4,3,1,4,0
2722,2,0,0,0,1,4,2
2723,0,1,0,4,3,1,1
2724,3,4,1,2,1,0,0
2725,3,0,0,1,4,0,3
2726,1,0,3,0,3,0,0
2727,2,0,4,3,0,1,1
2728,1,4,3,1,2,1,1
2729,4,1,0,1,1,1,1
2730,3,2,0,3,0,2,4
2731,3,3,2,2,2,3,2
2732,1,1,3,4,0,4,1
2733,1,0,3,0,4,1,4
2734,2,4,3,0,3,1,3
2735,2,4,0,3,3,2,1
2736,4,4,3,2,1,2,3
2737,1,4,1,3,0,0,1
2738,3,0,2,0,3,0,2
2739,0,0,0,3,4,4,2
2740,0,1,0,4,4,3,0
2741,0,0,2,2,3,3,1
2742,2,4,0,1,3,0,1
2743,0,1,2,0,1,1,3
2744,0,3,1,4,2,0,2
2745,0,2,4,1,0,1,4
2746,2,3,0,1,0,3,2
2747,3,1,2,4,1,3,1
2748,1,1,4,3,0,1,0
2749,3,0,1,4,0,2,2
2750,1,4,1,2,2,1,2
2751,2,0,0,0,0,2,0
2752,4,1,0,0,2,1,4
2753,2,4,1,2,2,0,0
2754,1,0,0,1,2,2,4
2755,1,2,3,3,0,0,0
2756,0,3,1,3,2,3,2
2757,3,0,3,1,1,1,3
2758,1,2,3,2,3,4,4
2759,4,0,4,2,0,4,3
2760,0,4,1,1,0,3,0
2761,2,0,4,1,1,2,1
2762,1,1,1,4,0,3,2
2763,0,3,1,1,1,4,1
2764,1,3,0,2,2,0,1
2765,2,2,1,4,4,4,0
2766,1,3,0,0,0,0,0
2767,3,1,0,0,2,4,4
2768,3,1,2,0,0,1,0
2769,3,1,1,1,2,0,2
2770,2,4,0,1,2,4,3
2771,4,2,1,3,4,0,1
2772,1,0,2,0,2,2,1
2773,3,0,3,2,1,4,3
2774,2,1,3,1,0,4,2
2775,4,0,1,2,1,0,3
2776,4,0,1,3,3,2,0
2777,4,1,0,3,1,0,1
2778,1,2,0,2,3,4,1
2779,1,0,2,0,2,0,1
2780,0,1,4,4,3,4,1
2781,0,1,4,0,4,1,0
2782,1,2,0,0,1,2,4
2783,2,3,2,4,0,3,1
2784,2,4,0,4,1,0,1
2785,2,0,4,2,0,1,3
2786,1,1,0,4,3,0,2
2787,1,0,3,4,0,4,1
2788,2,0,4,2,1,2,0
2789,3,4,1,2,2,4,2
2790,0,0,3,1,1,2,2
2791,3,4,3,1,3,2,3
2792,2,2,0,4,3,0,1
2793,0,1,3,0,3,0,2
2794,3,0,1,0,0,2,3
2795,1,1,1,0,4,1,2
2796,3,4,1,3,4,0,1
2797,1,1,2,0,1,1,1
2798,3,4,1,0,0,0,2
2799,1,2,1,3,0,1,1
2800,3,1,1,1,0,1,3
2801,4,1,3,0,2,2,4
2802,1,0,4,4,0,3,0
2803,3,4,0,0,2,4,1
2804,0,1,0,4,0,4,2
2805,1,3,1,0,1,2,4
2806,2,1,3,1,2,1,2
2807,4,4,0,4,0,0,1
2808,1,0,2,1,1,2,0
2809,0,4,1,1,4,1,1
2810,3,4,0,3,0,0,2
2811,2,3,1,2,4,3,0
2812,1,2,0,3,0,3,2
2813,3,4,4,1,1,3,3
2814,4,0,4,0,3,3,2
2815,1,1,0,3,3,2,2
2816,4,1,2,2,2,0,0
2817,1,1,3,3,0,1,2
2818,3,0,0,3,0,2,0
2819,2,4,1,4,3,1,4
2820,4,3,3,4,1,2,0
2821,4,2,0,4,0,2,1
2822,3,4,2,4,0,3,4
2823,3,4,4,4,0,3,2
2824,3,2,4,1,0,1,3
2825,3,0,0,2,1,2,0
2826,1,1,0,1,4,4,1
2827,3,3,3,0,4,3,1
2828,0,3,0,4,2,0,1
2829,1,0,4,3,1,0,4
2830,2,2,1,2,4,1,2
2831,1,1,1,0,2,0,1
2832,3,0,1,0,2,3,0
2833,1,2,0,1,0,0,0
2834,1,3,0,0,0,3,0
2835,4,0,1,1,0,2,4
2836,4,0,1,2,1,0,0
2837,0,3,0,3,0,0,1
2838,3,0,0,1,1,0,4
2839,4,1,3,1,1,2,3
2840,2,3,2,1,4,0,0
2841,4,0,0,0,0,3,0
2842,2,3,3,3,3,0,1
2843,1,3,1,0,1,0,3
2844,2,4,2,0,0,1,3
2845,4,0,3,1,1,1,0
2846,0,4,4,1,4,4,1
2847,2,0,1,1,0,0,0
2848,4,0,3,4,3,0,1
2849,2,3,2,2,3,3,0
2850,0,2,0,2,4,4,1
2851,3,0,0,1,1,1,0
2852,2,1,3,1,1,2,1
2853,2,0,4,1,1,2,1
2854,1,0,4,1,4,0,2
2855,1,2,0,4,1,0,2
2856,4,1,0,2,4,2,1
2857,4,0,0,3,0,3,3
2858,2,1,3,2,2,1,4
2859,1,4,3,0,4,1,2
2860,0,3,3,0,0,0,0
2861,1,4,0,0,0,0,1
2862,2,2,2,4,3,1,0
2863,1,0,4,0,1,4,0
2864,2,3,4,4,3,0,3
2865,1,0,1,2,0,2,1
2866,3,4,4,1,3,0,2
2867,3,1,1,2,3,3,4
2868,2,2,3,2,0,2,0
2869,1,1,1,2,2,1,4
2870,2,4,0,0,2,0,3
2871,3,0,2,0,2,0,0
2872,3,0,4,1,0,3,3
2873,0,0,2,0,0,3,2
2874,3,3,0,1,1,3,1
2875,2,4,1,2,3,2,3
2876,2,4,0,0,0,3,0
2877,4,3,1,4,1,2,1
2878,1,0,2,1,4,3,2
2879,1,4,0,1,1,1,3
2880,1,0,4,1,3,3,2
2881,2,1,1,0,2,4,4
2882,1,0,0,2,1,1,0
2883,2,2,1,3,1,3,1
2884,3,4,3,3,0,0,0
2885,3,2,3,3,1,4,1
2886,1,1,2,1,0,4,0
2887,4,0,0,4,1,0,2
2888,0,2,3,3,3,0,4
2889,0,3,0,0,0,1,0
2890,0,1,0,0,0,1,1
2891,3,2,4,3,2,0,2
2892,3,2,4,0,0,3,3
2893,0,2,3,4,1,1,2
2894,2,3,1,4,2,2,2
2895,1,0,1,3,3,2,1
2896,1,0,2,3,4,3,4
2897,4,0,4,0,3,1,1
2898,2,2,2,1,1,3,1
2899,2,4,3,0,3,1,1
2900,1,0,1,1,1,3,3
2901,4,0,1,4,0,3,3
2902,0,4,0,2,0,0,1
2903,3,1,3,0,0,1,0
2904,2,1,2,0,2,0,0
2905,0,3,2,2,3,4,0
2906,0,3,0,2,2,0,0
2907,1,4,2,2,4,0,4
2908,2,4,3,3,4,2,4
2909,0,0,4,2,1,4,0
2910,3,1,4,0,0,0,0
2911,3,3,2,3,3,4,1
2912,0,1,0,4,2,1,4
2913,4,0,3,0,0,2,0
2914,4,4,4,1,4,2,4
2915,1,1,1,3,4,4,1
2916,3,3,2,4,0,3,1
2917,2,0,2,1,0,3,0
2918,1,1,0,0,2,2,3
2919,1,0,0,4,1,2,0
2920,0,0,0,2,2,2,4
2921,2,0,3,2,3,4,0
2922,1,4,4,4,0,0,1
2923,4,3,1,0,4,3,4
2924,1,0,4,2,0,0,0
2925,3,3,0,0,2,0,3
2926,3,1,4,3,0,3,1
2927,3,3,1,0,2,1,1
2928,1,3,0,3,1,3,1
2929,1,3,1,3,4,2,3
2930,0,1,1,2,4,3,1
2931,1,0,2,2,1,4,2
2932,3,0,4,4,0,0,3
2933,4,3,0,1,2,2,0
2934,1,3,4,4,2,4,3
2935,4,0,4,1,3,0,0
2936,4,0,1,1,1,4,2
2937,3,0,1,2,0,4,0
2938,0,0,3,0,1,4,1
2939,0,3,0,3,2,0,3
2940,3,0,4,3,2,1,1
2941,3,0,3,1,1,1,2
2942,2,0,0,1,3,0,2
2943,3,2,0,0,0,0,1
2944,2,0,4,0,4,0,1
2945,4,3,0,3,2,4,1
2946,0,4,2,4,3,4,3
2947,2,0,1,0,4,1,4
2948,4,3,4,0,2,0,3
2949,3,0,0,0,3,2,0
2950,0,1,3,4,2,1,4
2951,2,0,0,3,4,0,0
2952,2,0,2,0,3,2,0
2953,2,0,4,1,2,1,4
2954,1,1,0,1,0,1,1
2955,2,0,2,0,1,4,2
2956,1,4,0,4,4,3,3
2957,1,2,3,1,0,4,1
2958,0,1,0,0,3,2,2
2959,1,2,0,2,1,2,3
2960,4,2,0,1,4,3,1
2961,2,4,1,1,2,0,1
2962,3,2,3,3,3,0,2
2963,0,1,2,0,0,4,3
2964,4,3,0,1,3,0,1
2965,3,0,2,1,2,3,1
2966,0,0,4,4,0,4,1
2967,2,2,0,0,0,3,0
2968,2,0,0,2,0,0,0
2969,2,2,3,4,2,0,2
2970,0,1,3,2,3,0,1
2971,4,4,0,3,1,2,1
2972,1,4,0,4,3,4,2
2973,0,2,0,4,3,1,1
2974,2,1,0,4,2,3,4
2975,3,4,3,2,4,4,4
2976,1,2,1,1,4,1,4
2977,4,1,1,2,0,1,0
2978,2,0,0,2,2,3,4
2979,3,4,4,1,4,4,1
2980,4,4,0,0,0,3,1
2981,3,3,0,2,1,3,1
2982,3,0,4,4,0,1,3
2983,2,0,4,0,0,0,1
2984,1,0,4,2,0,1,0
2985,1,0,0,3,3,2,1
2986,1,0,3,2,4,3,2
2987,2,4,2,3,1,3,4
2988,1,2,3,2,1,2,0
2989,1,0,2,0,4,4,4
2990,3,0,0,2,1,3,3
2991,3,3,0,0,1,0,3
2992,2,0,3,2,2,3,0
2993,1,4,0,4,1,2,4
2994,1,0,0,1,0,0,4
2995,2,0,1,1,2,3,4
2996,4,0,2,0,2,0,1
2997,0,3,0,0,3,0,1
2998,2,0,0,0,4,1,0
2999,0,1,0,4,2,0,4
3000,2,4,2,2,1,3,0
3001,1,2,0,2,3,4,4
3002,2,2,0,0,3,3,2
3003,2,0,0,4,0,2,2
3004,2,2,1,2,4,4,4
3005,3,1,1,1,0,0,0
3006,0,0,4,3,0,0,0
3007,2,0,1,4,1,3,0
3008,1,3,3,2,1,0,4
3009,0,3,0,2,2,0,1
3010,1,2,0,2,0,0,1
3011,4,1,4,4,4,3,4
3012,0,4,1,2,3,0,1
3013,4,2,0,4,3,0,3
3014,1,3,4,4,0,3,0
3015,3,3,0,3,0,4,3
3016,2,1,2,0,3,4,0
3017,4,2,0,2,2,0,3
3018,1,1,0,1,1,4,0
3019,0,0,0,4,3,0,0
3020,2,0,0,4,1,3,1
3021,1,0,0,2,1,2,0
3022,1,2,4,1,0,3,0
3023,2,0,1,1,1,3,3
3024,3,4,2,4,0,0,3
3025,1,0,0,0,3,4,4
3026,1,2,4,4,4,4,4
3027,4,0,1,0,1,4,1
3028,4,0,3,0,1,3,1
3029,4,2,2,0,1,4,2
3030,3,0,2,2,3,1,0
3031,1,3,0,3,3,1,1
3032,1,3,0,0,0,0,1
3033,1,2,1,2,1,2,2
3034,1,1,2,3,3,1,1
3035,1,4,1,0,1,1,0
3036,0,0,3,3,0,4,3
3037,0,4,0,0,0,0,2
3038,4,4,0,1,2,0,3
3039,0,3,2,0,4,1,0
3040,3,2,0,0,0,4,0
3041,4,0,0,3,3,3,0
3042,2,2,0,2,3,3,2
3043,1,3,0,4,0,0,3
3044,3,4,4,3,4,0,0
3045,0,0,0,1,0,0,2
3046,4,1,1,2,0,1,4
3047,2,4,2,3,4,0,0
3048,2,0,4,1,4,3,2
3049,3,0,1,1,3,0,3
3050,2,1,2,1,3,4,2
3051,0,0,1,1,1,1,1
3052,1,0,0,2,0,1,4
3053,2,1,4,1,2,0,3
3054,3,1,2,2,0,0,4
3055,0,2,3,4,3,0,2
3056,1,2,4,2,2,3,2
3057,3,2,0,1,3,3,1
3058,1,4,2,1,4,1,1
3059,2,2,3,1,2,0,0
3060,4,1,0,4,3,4,4
3061,1,2,0,0,0,3,0
3062,0,4,0,1,4,0,2
3063,3,1,0,2,4,2,2
3064,2,2,3,0,0,4,0
3065,1,2,0,2,4,0,4
3066,1,0,2,4,3,0,1
3067,1,3,0,1,1,1,2
3068,3,2,0,0,3,0,3
3069,2,1,1,2,0,0,0
3070,3,4,1,1,0,0,4
3071,1,0,0,3,2,2,3
3072,3,2,4,1,1,4,0
3073,2,0,2,4,1,3,1
3074,3,0,4,2,3,1,1
3075,1,0,4,1,3,1,3
3076,3,0,1,3,2,0,4
3077,4,2,1,1,0,4,1
3078,4,0,4,4,0,3,3
3079,4,4,0,3,1,1,0
3080,1,4,4,1,1,4,2
3081,1,2,0,0,0,3,4
3082,3,0,0,4,2,3,4
3083,2,0,1,3,1,0,0
3084,0,0,1,0,1,3,2
3085,2,0,4,4,1,1,3
3086,1,3,0,0,3,1,2
3087,3,2,3,0,0,2,3
3088,4,0,4,1,3,0,0
3089,3,4,4,4,1,0,2
3090,4,1,3,4,0,0,1
3091,1,1,2,0,0,3,2
3092,4,4,3,1,0,0,3
3093,2,0,1,2,3,3,1
3094,1,0,3,0,2,4,2
3095,0,1,4,2,0,0,0
3096,0,1,4,0,4,2,1
3097,0,4,4,1,2,3,3
3098,0,0,0,2,3,1,2
3099,1,0,3,2,1,2,0
3100,3,2,1,3,0,0,2
3101,3,2,4,4,0,0,3
3102,1,2,3,3,0,0,2
3103,1,3,2,4,3,4,2
3104,0,3,1,2,1,4,2
3105,3,3,4,3,1,0,0
3106,3,2,0,4,4,1,4
3107,4,0,4,1,0,3,3
3108,1,3,0,1,4,0,4
3109,1,1,3,4,0,2,2
3110,0,0,1,2,0,0,3
3111,0,0,0,3,3,1,2
3112,3,3,0,1,2,1,3
3113,1,0,2,3,2,0,3
3114,0,1,2,2,2,2,0
3115,4,3,0,0,2,0,0
3116,3,0,1,3,4,0,0
3117,4,0,0,2,3,3,0
3118,1,0,3,4,4,4,4
3119,4,4,0,1,4,3,1
3120,2,4,1,4,1,3,2
3121,3,3,1,0,0,2,1
3122,4,4,0,0,2,0,3
3123,3,2,1,0,2,0,3
3124,3,3,0,1,2,1,1
3125,4,0,2,4,4,4,1
3126,4,2,0,3,2,0,3
3127,4,0,3,0,1,1,1
3128,2,4,3,2,0,0,1
3129,2,0,4,3,4,4,1
3130,1,2,0,4,0,0,1
3131,2,3,0,0,3,4,4
3132,1,1,1,3,3,2,0
3133,4,1,4,4,1,4,0
3134,1,0,4,4,2,2,0
3135,1,0,0,2,0,0,1
3136,1,4,3,3,1,1,1
3137,2,0,2,1,0,3,1
3138,3,2,2,4,2,0,0
3139,1,4,3,3,0,2,3
3140,0,2,0,4,4,4,1
3141,0,2,2,0,2,2,1
3142,4,3,3,1,0,3,2
3143,0,4,3,2,3,0,0
3144,3,2,3,1,4,3,0
3145,4,4,4,0,1,0,2
3146,2,4,0,3,0,4,3
3147,2,4,1,2,0,3,0
3148,1,4,3,2,0,1,4
3149,3,0,1,4,4,3,0
3150,3,1,0,1,1,0,0
3151,4,1,3,4,4,4,1
3152,0,0,2,1,2,0,0
3153,0,3,1,1,1,1,0
3154,3,0,2,2,0,4,1
3155,1,0,4,0,3,1,0
3156,2,4,2,3,2,3,2
3157,3,3,1,4,3,0,4
3158,0,1,0,1,1,0,3
3159,2,4,1,0,0,3,4
3160,4,2,1,0,0,1,4
3161,2,1,0,2,2,0,3
3162,0,0,3,4,4,2,2
3163,4,3,0,2,1,2,4
3164,1,0,1,1,3,0,0
3165,2,3,0,2,0,1,1
3166,2,2,4,1,2,0,2
3167,0,1,3,4,4,1,1
3168,0,0,4,1,2,3,3
3169,0,4,2,1,0,4,0
3170,1,0,2,0,1,1,2
3171,3,4,3,0,3,3,3
3172,1,0,3,1,1,4,4
3173,0,0,1,2,4,3,1
3174,2,1,0,4,1,0,0
3175,2,1,4,1,1,1,3
3176,2,3,1,0,2,1,2
3177,0,2,0,0,4,0,1
3178,1,4,2,4,0,2,1
3179,1,4,0,1,0,1,0
3180,0,1,0,1,2,3,2
3181,4,2,3,0,1,1,0
3182,0,3,1,4,4,0,0
3183,3,2,3,0,2,2,0
3184,2,0,0,1,1,4,1
3185,2,2,3,0,0,2,4
3186,0,2,0,1,0,0,4
3187,4,2,1,1,1,3,0
3188,1,0,4,0,3,3,1
3189,4,1,1,2,1,4,1
3190,1,4,0,3,4,3,0
3191,1,1,1,1,2,4,0
3192,3,4,0,0,0,1,0
3193,0,2,1,4,1,3,3
3194,0,2,4,1,0,1,0
3195,4,3,2,0,3,3,1
3196,2,0,2,3,0,1,3
3197,1,1,0,3,3,3,2
3198,1,0,4,4,0,4,1
3199,1,2,2,3,0,4,1
3200,0,3,0,2,0,1,4
3201,0,1,1,0,2,0,1
3202,1,2,4,2,3,1,1
3203,2,2,1,1,0,0,1
3204,1,3,1,4,4,0,2
3205,2,0,1,2,4,1,1
3206,4,0,0,1,4,4,2
3207,1,2,1,1,2,0,4
3208,4,4,1,4,0,4,1
3209,2,0,4,0,0,1,0
3210,1,0,0,2,3,4,0
3211,1,0,0,2,2,3,3
3212,1,2,4,4,1,2,2
3213,0,2,4,4,0,0,0
3214,0,4,0,0,2,3,1
3215,2,0,0,0,1,3,0
3216,4,4,0,0,1,4,1
3217,2,1,0,2,2,0,2
3218,2,4,3,4,2,3,0
3219,4,2,0,1,3,2,2
3220,2,3,4,1,2,3,1
3221,1,0,4,4,0,1,4
3222,4,0,4,0,2,3,2
3223,0,0,2,0,4,2,3
3224,1,2,1,0,0,4,1
3225,3,4,2,4,0,2,3
3226,0,3,1,4,3,0,1
3227,1,1,2,2,4,0,0
3228,3,0,3,1,3,3,1
3229,1,4,2,1,3,0,0
3230,3,1,0,3,1,4,3
3231,2,0,2,4,0,0,1
3232,1,2,0,1,1,4,2
3233,0,2,0,1,0,3,3
3234,2,0,3,3,0,0,1
3235,0,1,3,1,1,0,4
3236,0,0,0,0,3,4,1
3237,1,1,0,0,3,2,2
3238,3,0,0,1,2,4,3
3239,0,3,4,4,1,0,1
3240,1,3,4,3,4,4,2
3241,0,1,1,3,0,0,1
3242,3,4,0,1,4,4,0
3243,4,0,0,1,0,1,0
3244,2,1,0,0,0,0,0
3245,0,0,1,2,0,0,2
3246,1,3,0,2,3,2,2
3247,3,4,1,2,0,0,0
3248,0,0,0,0,0,2,1
3249,0,2,0,1,2,1,3
3250,4,0,2,0,4,0,4
3251,0,4,1,1,0,4,4
3252,0,1,1,1,4,1,0
3253,2,0,0,4,0,1,1
3254,1,3,2,2,3,1,3
3255,3,0,1,0,4,2,0
3256,1,3,3,1,1,3,2
3257,3,0,4,3,1,3,1
3258,1,4,2,1,4,0,4
3259,1,1,1,4,0,0,0
3260,4,3,1,2,3,0,0
3261,0,2,3,1,1,0,1
3262,2,0,0,0,1,3,0
3263,4,0,2,4,1,3,0
3264,0,2,1,1,2,0,0
3265,1,1,2,1,3,0,1
3266,0,2,4,1,4,1,0
3267,2,0,0,3,1,3,1
3268,2,0,0,4,1,2,1
3269,4,4,4,2,4,2,0
3270,0,0,0,0,1,2,0
3271,3,0,2,0,3,4,2
3272,1,4,4,3,1,3,0
3273,0,0,2,2,1,0,2
3274,2,0,0,4,2,4,0
3275,2,0,4,1,4,4,3
3276,0,0,0,0,1,2,3
3277,4,0,0,3,0,3,3
3278,1,3,4,3,0,0,2
3279,2,0,0,0,4,0,0
3280,3,3,4,0,3,3,2
3281,0,0,4,2,2,2,0
3282,4,2,2,0,0,0,3
3283,2,0,1,3,1,1,4
3284,4,0,2,0,0,2,2
3285,2,4,4,0,0,4,0
3286,0,3,1,1,0,4,1
3287,2,2,0,2,0,0,1
3288,3,3,3,3,3,3,4
3289,3,3,3,0,2,2,2
3290,2,2,4,0,1,2,3
3291,1,4,4,2,3,4,1
3292,4,0,4,3,0,4,0
3293,1,2,1,0,4,2,0
3294,4,4,4,0,0,1,4
3295,4,4,4,4,0,0,3
3296,1,4,1,3,3,3,1
3297,2,2,2,4,0,0,3
3298,4,4,1,2,2,2,3
3299,1,1,0,1,2,4,4
3300,2,1,1,1,3,0,0
3301,4,0,3,1,2,1,1
3302,3,1,1,4,4,0,3
3303,2,1,3,0,3,0,1
3304,3,1,2,3,0,0,0
3305,1,0,4,4,3,3,3
3306,4,3,1,0,1,3,3
3307,3,2,1,0,0,0,3
3308,1,4,0,1,1,3,2
3309,4,4,0,3,3,0,2
3310,1,4,0,0,4,0,2
3311,2,0,3,1,3,0,2
3312,3,1,0,3,2,3,4
3313,2,0,3,0,0,0,4
3314,0,0,2,0,1,2,4
3315,1,1,1,4,2,0,4
3316,2,2,3,1,2,1,3
3317,1,3,1,1,1,2,1
3318,0,3,3,1,1,3,3
3319,1,1,0,1,4,1,2
3320,2,3,3,4,3,4,3
3321,0,3,2,0,1,4,1
3322,3,0,1,4,3,1,3
3323,1,3,4,2,2,3,0
3324,1,2,2,4,0,3,0
3325,0,3,1,4,1,2,1
3326,0,1,3,0,4,3,4
3327,2,3,2,1,0,3,3
3328,4,4,3,1,4,1,2
3329,1,4,4,2,0,3,2
3330,1,0,4,0,0,1,4
3331,2,2,2,0,2,3,0
3332,4,0,4,2,0,3,1
3333,3,2,1,1,0,4,2
3334,3,4,1,3,4,1,0
3335,4,2,1,4,1,0,4
3336,2,0,4,4,0,3,3
