,chlorides,free_sulfur_dioxide,citric_acid,total_sulfur_dioxide,volatile_acidity,sulphates,pH
2516,3,3,2,2,0,2,3
2517,0,4,0,1,3,0,0
2518,2,0,0,1,0,1,1
2519,0,2,1,3,2,0,1
2520,0,0,0,0,1,1,2
2521,0,0,4,1,0,0,2
2522,0,0,1,0,4,0,1
2523,4,0,1,1,0,0,1
2524,0,0,2,0,2,0,2
2525,4,1,3,2,0,0,0
2526,0,0,3,1,0,1,3
2527,0,0,0,3,1,0,2
2528,0,0,4,2,1,0,2
2529,3,0,4,0,2,4,2
2530,0,3,4,1,0,1,1
2531,0,0,4,1,0,4,2
2532,4,0,0,2,3,3,1
2533,0,2,0,0,1,0,2
2534,0,0,1,0,0,0,2
2535,0,0,1,0,1,1,4
2536,0,1,0,0,1,3,1
2537,0,0,1,4,0,0,1
2538,0,0,1,1,2,0,4
2539,0,0,1,3,0,1,1
2540,2,0,0,1,3,3,2
2541,0,0,1,1,1,0,1
2542,0,0,0,2,0,0,2
2543,0,0,0,1,1,1,1
2544,0,0,1,1,3,1,2
2545,0,4,1,2,0,2,1
2546,0,0,1,0,1,1,1
2547,1,0,3,1,1,0,3
2548,0,3,0,4,0,0,2
2549,2,3,0,1,0,0,1
2550,0,0,2,3,0,4,2
2551,0,2,0,3,0,0,1
2552,0,1,1,1,1,0,1
2553,0,0,3,0,1,1,2
2554,0,0,0,0,1,1,2
2555,0,0,3,1,0,0,2
2556,2,0,1,1,1,3,2
2557,0,0,2,1,2,0,1
2558,0,0,2,1,0,0,1
2559,0,1,3,2,0,4,1
2560,0,4,4,1,0,0,2
2561,2,0,0,2,0,0,1
2562,1,0,1,3,0,0,1
2563,0,0,1,0,1,0,1
2564,0,0,0,1,0,3,1
2565,0,1,2,2,1,0,2
2566,0,0,0,0,1,1,2
2567,0,4,0,0,0,1,2
2568,0,2,0,1,0,1,1
2569,0,0,0,4,0,3,1
2570,0,0,0,1,1,0,2
2571,0,0,1,1,0,4,0
2572,4,3,3,0,0,1,1
2573,2,0,0,0,0,1,2
2574,4,0,4,4,0,1,2
2575,0,1,0,1,4,4,1
2576,0,0,1,2,1,1,1
2577,0,0,1,1,0,0,0
2578,0,1,1,1,3,1,3
2579,0,1,4,2,0,2,2
2580,0,1,1,1,0,0,0
2581,0,0,1,4,0,0,1
2582,0,0,0,0,1,0,0
2583,1,1,0,4,3,2,3
2584,0,0,0,1,1,0,1
2585,4,0,0,1,0,1,2
2586,0,2,2,0,0,2,3
2587,0,4,4,0,1,1,1
2588,0,0,0,1,0,0,1
2589,0,0,0,0,3,3,2
2590,0,0,1,0,0,4,2
2591,0,0,0,1,0,0,2
2592,0,4,0,0,3,3,4
2593,0,0,3,0,1,0,1
2594,1,0,1,0,2,1,3
2595,0,0,1,0,1,4,2
2596,0,2,3,0,4,1,1
2597,0,0,0,0,2,0,1
2598,0,1,0,1,0,0,4
2599,0,0,0,2,0,4,0
2600,0,0,1,1,0,0,2
2601,0,0,1,1,0,1,0
2602,0,0,0,2,0,0,2
2603,0,0,0,0,1,4,1
2604,1,3,0,1,0,0,1
2605,2,0,0,1,1,2,2
2606,3,0,1,2,1,0,2
2607,0,3,0,1,3,0,2
2608,0,0,0,0,0,0,1
2609,0,0,1,1,2,3,2
2610,0,0,1,2,3,4,1
2611,0,0,4,2,0,0,1
2612,4,0,2,0,1,0,4
2613,0,1,1,2,4,0,0
2614,0,2,0,3,0,0,1
2615,0,0,1,1,0,1,1
2616,0,0,0,1,0,1,0
2617,0,2,3,0,0,0,0
2618,0,1,0,4,0,0,3
2619,3,4,0,2,0,0,1
2620,0,0,1,0,0,0,0
2621,1,0,1,0,2,1,3
2622,0,0,0,0,2,1,3
2623,3,0,0,1,2,1,1
2624,0,0,1,0,3,1,2
2625,4,0,0,3,1,1,1
2626,2,0,0,2,1,1,3
2627,1,0,0,0,0,0,1
2628,1,0,3,0,0,0,3
2629,0,0,2,3,0,0,1
2630,0,0,4,1,0,4,2
2631,3,0,1,2,3,0,1
2632,0,3,0,2,4,0,2
2633,0,4,1,1,2,3,1
2634,0,0,1,0,0,1,4
2635,0,0,0,2,1,0,2
2636,0,0,0,1,1,1,1
2637,0,4,2,0,0,0,2
2638,0,0,1,1,0,0,0
2639,0,0,4,1,0,1,3
2640,0,0,0,3,1,0,1
2641,0,4,2,1,1,4,1
2642,0,0,0,3,2,0,0
2643,0,0,0,0,2,3,2
2644,0,0,0,1,0,0,1
2645,2,0,0,0,0,0,1
2646,0,0,4,0,0,3,2
2647,3,1,1,2,0,0,1
2648,0,0,3,3,1,0,1
2649,4,2,3,1,0,4,3
2650,1,0,0,0,1,1,1
2651,0,0,0,4,3,0,2
2652,0,0,1,3,2,2,1
2653,3,2,1,2,0,0,3
2654,1,0,1,0,0,0,2
2655,2,2,1,0,4,3,2
2656,0,0,0,4,0,0,2
2657,0,0,1,2,0,3,2
2658,0,0,0,1,0,1,1
2659,2,3,0,3,0,1,1
2660,0,0,0,1,1,0,1
2661,3,4,0,1,2,0,2
2662,0,0,1,0,0,3,3
2663,0,1,0,2,0,0,1
2664,0,0,0,1,0,0,1
2665,0,0,3,2,0,1,1
2666,0,0,1,1,0,0,1
2667,0,0,3,1,3,1,1
2668,0,2,0,3,1,0,0
2669,0,3,0,1,0,0,1
2670,0,0,0,0,0,1,1
2671,1,1,0,2,1,2,1
2672,0,0,1,1,0,0,2
2673,2,0,1,0,0,0,1
2674,0,0,1,1,0,0,3
2675,1,0,1,0,0,0,1
2676,0,4,0,1,0,0,0
2677,0,4,2,1,0,3,1
2678,0,1,1,2,1,0,1
2679,0,0,1,0,0,1,1
2680,0,0,0,0,3,1,0
2681,0,3,0,4,3,0,2
2682,0,1,1,1,0,1,1
2683,0,0,0,4,0,0,1
2684,0,0,1,1,0,2,2
2685,0,1,0,1,0,0,2
2686,4,3,0,2,4,1,0
2687,1,1,0,0,1,1,2
2688,0,0,4,1,0,0,2
2689,0,0,1,1,0,2,1
2690,4,0,3,0,0,1,2
2691,4,0,0,1,2,1,2
2692,1,0,0,0,2,1,2
2693,0,1,4,1,0,0,2
2694,0,0,2,0,2,0,2
2695,0,0,0,2,0,0,3
2696,0,0,4,2,0,1,2
2697,2,0,0,1,0,0,1
2698,0,0,1,0,0,1,2
2699,4,4,4,1,0,1,1
2700,0,0,0,1,0,0,3
2701,3,2,0,1,1,0,1
2702,0,2,0,3,3,0,1
2703,0,0,0,1,0,1,2
2704,0,2,0,0,1,1,1
2705,2,0,0,0,2,1,0
2706,0,3,0,2,1,0,2
2707,0,0,0,1,1,1,2
2708,2,0,1,1,0,4,0
2709,0,0,0,1,1,0,2
2710,0,0,1,4,0,0,1
2711,0,0,1,3,2,3,1
2712,0,0,0,1,3,0,2
2713,0,0,1,4,1,1,1
2714,0,0,1,1,0,0,1
2715,0,0,1,1,0,0,4
2716,0,0,1,1,1,3,1
2717,0,3,3,1,0,2,2
2718,0,0,1,0,1,1,2
2719,0,0,1,1,0,0,1
2720,0,0,1,0,1,2,0
2721,0,0,0,0,0,0,2
2722,0,4,0,0,2,0,1
2723,0,1,2,2,4,0,1
2724,0,1,1,2,0,0,2
2725,4,0,0,3,2,4,3
2726,0,0,0,0,0,0,2
2727,4,0,4,4,0,0,2
2728,0,0,1,2,0,0,2
2729,0,0,1,1,0,1,1
2730,4,2,4,1,0,0,2
2731,0,0,1,1,0,0,1
2732,0,0,0,1,1,0,2
2733,0,0,4,0,2,3,2
2734,0,0,1,3,0,0,1
2735,1,1,0,1,1,0,1
2736,0,0,1,1,4,0,1
2737,0,1,0,1,2,1,0
2738,0,0,0,1,0,0,1
2739,0,0,1,1,4,0,3
2740,0,1,0,0,1,0,1
2741,3,2,0,0,0,3,0
2742,1,0,0,1,0,4,0
2743,0,4,0,0,1,0,1
2744,4,0,1,1,0,0,3
2745,3,1,0,1,0,0,1
2746,3,0,0,1,0,0,0
2747,0,4,0,0,1,2,1
2748,0,0,1,1,0,0,3
2749,4,0,0,1,0,0,1
2750,0,4,2,2,0,0,1
2751,0,0,1,1,0,1,4
2752,4,0,0,1,0,0,2
2753,0,0,0,0,1,0,1
2754,0,0,0,2,0,0,1
2755,0,2,1,1,3,0,1
2756,0,2,1,0,0,1,1
2757,0,0,0,1,0,1,3
2758,3,0,0,0,1,3,3
2759,0,4,0,2,0,0,3
2760,0,0,1,2,0,1,1
2761,0,0,1,1,0,0,4
2762,0,0,2,0,1,0,0
2763,0,3,0,2,0,0,2
2764,0,0,2,1,0,3,1
2765,0,1,2,1,2,4,0
2766,0,0,2,1,0,0,0
2767,1,0,1,3,3,1,4
2768,0,0,1,2,1,1,2
2769,0,0,3,1,1,0,2
2770,0,1,1,3,1,2,4
2771,0,2,2,1,4,0,2
2772,0,0,0,0,1,0,1
2773,0,0,0,1,2,0,1
2774,2,3,1,1,0,0,1
2775,2,0,1,3,0,1,1
2776,0,1,0,1,1,0,1
2777,0,0,0,1,3,0,4
2778,2,0,0,0,3,0,1
2779,0,0,1,4,0,1,3
2780,0,0,1,4,0,2,2
2781,0,0,3,4,0,1,2
2782,0,0,0,1,0,0,2
2783,2,4,3,2,0,0,0
2784,0,0,1,1,0,0,2
2785,0,0,0,0,0,1,1
2786,0,0,1,0,0,1,1
2787,0,0,3,0,2,0,3
2788,0,0,1,0,0,1,2
2789,0,0,0,1,4,4,1
2790,0,0,3,1,3,1,1
2791,0,4,1,1,0,0,1
2792,0,0,1,0,1,2,2
2793,0,1,0,1,0,0,1
2794,0,1,2,1,0,0,1
2795,0,0,1,1,3,0,2
2796,0,0,0,1,0,0,1
2797,0,4,4,1,0,0,2
2798,0,0,1,0,1,0,1
2799,0,0,0,0,2,0,1
2800,0,1,0,3,0,0,3
2801,0,0,0,0,0,2,1
2802,2,0,0,1,0,1,0
2803,0,0,0,2,1,2,1
2804,0,4,0,2,1,1,2
2805,4,0,0,1,0,0,1
2806,0,2,4,1,0,0,0
2807,0,1,0,4,4,1,2
2808,3,0,0,2,4,0,4
2809,1,0,1,0,0,1,1
2810,0,0,0,1,3,0,2
2811,0,0,4,4,1,1,2
2812,0,0,3,1,4,1,4
2813,0,0,0,1,1,3,2
2814,1,0,1,2,1,0,1
2815,0,0,2,4,2,0,2
2816,0,1,1,3,1,1,2
2817,0,0,0,4,1,0,2
2818,0,1,0,2,0,0,2
2819,0,2,3,1,1,0,3
2820,0,0,1,3,1,1,2
2821,0,0,0,0,0,1,2
2822,0,0,2,2,0,1,0
2823,1,3,2,0,1,0,1
2824,3,0,1,2,0,0,3
2825,0,0,0,0,2,3,2
2826,2,2,0,2,0,0,1
2827,0,0,0,0,1,1,2
2828,2,0,0,0,2,1,2
2829,0,1,0,1,4,0,1
2830,0,1,1,2,2,1,0
2831,0,0,2,1,0,0,3
2832,0,1,1,2,0,0,2
2833,0,0,0,1,4,0,2
2834,1,2,0,1,0,0,1
2835,0,0,1,1,0,0,1
2836,2,1,0,1,1,0,2
2837,0,0,1,3,1,2,2
2838,0,0,2,2,0,0,2
2839,2,0,0,0,1,3,0
2840,0,4,0,4,0,0,1
2841,0,0,0,2,0,2,1
2842,2,2,1,0,4,0,4
2843,0,1,0,2,0,0,1
2844,0,0,0,1,3,0,1
2845,0,4,4,0,3,4,2
2846,0,0,0,1,0,0,1
2847,0,0,0,1,0,0,1
2848,0,1,3,0,0,1,2
2849,0,1,1,2,0,0,1
2850,0,3,0,2,3,0,2
2851,0,0,4,1,0,4,2
2852,0,0,2,1,3,0,1
2853,0,0,3,1,0,0,1
2854,0,0,0,1,0,0,1
2855,1,0,1,2,1,1,1
2856,1,0,0,1,1,1,1
2857,3,2,1,1,1,1,1
2858,4,0,2,4,1,1,1
2859,0,0,0,3,0,0,1
2860,0,1,1,1,0,0,1
2861,2,4,0,0,0,1,2
2862,1,0,0,1,3,0,2
2863,4,4,0,1,0,0,2
2864,1,0,1,1,0,0,1
2865,2,0,1,0,0,0,2
2866,0,1,2,2,0,2,1
2867,0,1,3,2,0,0,3
2868,0,1,1,2,0,1,2
2869,0,0,1,1,0,3,1
2870,2,0,4,1,0,1,3
2871,0,0,1,1,3,1,1
2872,0,4,4,2,1,0,1
2873,0,4,0,2,0,0,1
2874,1,0,0,1,1,0,2
2875,0,0,1,0,0,4,0
2876,0,0,0,1,0,0,2
2877,0,0,1,1,1,0,1
2878,0,0,0,1,0,4,4
2879,0,0,0,4,0,0,0
2880,4,0,0,0,1,1,2
2881,0,0,0,3,0,0,2
2882,0,0,1,0,0,2,0
2883,0,0,1,1,0,2,1
2884,0,4,0,2,2,2,2
2885,0,0,0,1,1,0,2
2886,0,2,0,2,0,0,0
2887,0,0,1,4,1,4,1
2888,0,1,0,1,0,1,1
2889,0,0,1,0,0,1,1
2890,4,0,0,2,0,1,3
2891,0,0,0,2,0,0,0
2892,0,0,3,1,2,4,2
2893,0,0,0,1,0,0,2
2894,0,0,0,1,2,0,1
2895,0,1,2,2,1,1,1
2896,0,0,4,1,0,0,0
2897,3,0,2,2,0,0,2
2898,2,0,0,0,0,0,1
2899,2,0,3,3,2,1,1
2900,0,0,0,0,0,0,1
2901,3,0,3,0,0,0,4
2902,0,0,1,0,0,0,1
2903,0,0,1,1,0,0,1
2904,0,0,0,1,3,0,2
2905,0,0,1,0,0,0,1
2906,3,0,1,1,0,1,2
2907,0,0,1,1,2,0,2
2908,1,4,3,2,0,0,3
2909,2,4,0,1,0,0,3
2910,0,0,0,0,0,0,2
2911,0,0,0,0,0,1,0
2912,0,0,0,1,1,1,2
2913,0,0,1,0,1,1,0
2914,0,0,0,2,1,0,1
2915,0,0,0,1,0,3,1
2916,0,4,1,2,0,0,1
2917,2,1,0,4,3,2,1
2918,0,0,1,1,1,0,4
2919,0,0,0,2,3,2,0
2920,1,0,2,4,0,0,0
2921,0,0,0,2,1,0,1
2922,0,0,1,1,0,3,2
2923,0,1,1,1,0,3,2
2924,2,0,4,2,1,2,0
2925,1,0,0,0,1,1,2
2926,0,0,1,2,0,0,2
2927,0,0,0,1,0,4,2
2928,0,0,1,0,0,1,2
2929,2,3,0,1,0,3,0
2930,2,0,2,1,1,0,1
2931,0,0,0,1,1,0,2
2932,0,3,0,0,1,0,1
2933,0,2,3,1,0,3,2
2934,0,0,4,3,0,4,1
2935,0,0,0,0,3,1,4
2936,4,1,1,1,1,4,1
2937,0,0,2,2,1,1,2
2938,0,1,1,1,0,2,2
2939,0,2,0,4,0,3,0
2940,3,0,1,2,0,4,0
2941,0,3,1,1,2,0,2
2942,0,2,0,4,0,2,1
2943,4,4,0,1,0,3,3
2944,3,0,0,2,1,0,1
2945,0,0,0,0,0,1,4
2946,0,3,4,0,1,1,1
2947,0,3,3,2,0,0,3
2948,0,3,1,1,0,0,1
2949,4,0,4,0,1,0,2
2950,0,0,0,0,0,1,3
2951,0,0,1,4,0,1,2
2952,1,0,2,0,2,1,3
2953,0,2,0,1,0,0,1
2954,0,2,0,1,0,0,2
2955,0,0,1,3,0,0,2
2956,0,0,1,0,0,0,1
2957,0,0,1,0,4,2,1
2958,3,0,1,1,0,0,4
2959,1,0,0,0,2,0,3
2960,2,0,0,3,0,0,1
2961,2,0,4,1,0,0,1
2962,2,0,0,0,2,0,2
2963,0,0,2,3,3,0,2
2964,0,0,0,0,1,1,2
2965,0,0,0,1,0,0,2
2966,0,4,1,1,3,1,2
2967,0,0,1,2,0,0,1
2968,0,0,0,3,0,0,1
2969,0,0,1,0,0,0,1
2970,0,0,2,4,0,1,1
2971,0,1,1,2,0,0,1
2972,0,1,1,1,0,0,1
2973,2,0,3,0,0,0,2
2974,3,2,0,0,1,1,1
2975,0,0,1,1,0,0,0
2976,0,0,1,3,0,0,1
2977,0,0,1,1,1,0,3
2978,4,3,0,1,0,0,2
2979,0,0,0,1,4,1,3
2980,3,0,1,0,1,0,2
2981,0,0,4,4,0,4,2
2982,4,0,0,0,0,0,1
2983,0,0,0,2,1,0,1
2984,0,0,0,2,1,0,1
2985,1,0,0,0,0,1,2
2986,0,0,1,0,1,2,2
2987,3,0,2,0,1,3,1
2988,0,0,0,2,2,0,2
2989,0,2,1,2,0,1,2
2990,3,0,1,1,0,0,1
2991,3,2,3,1,2,1,3
2992,0,0,0,1,0,4,2
2993,0,0,0,1,0,0,1
2994,1,0,1,1,2,1,1
2995,0,0,1,2,0,1,2
2996,0,0,1,2,3,4,2
2997,0,3,0,1,1,4,2
2998,0,4,0,1,0,0,3
2999,0,2,0,1,4,0,1
3000,0,0,1,1,1,0,1
3001,0,2,0,2,0,0,2
3002,1,0,1,0,0,2,2
3003,0,0,0,1,0,0,2
3004,0,0,0,3,2,0,2
3005,2,0,1,1,1,0,0
3006,0,4,1,2,0,1,0
3007,2,3,0,1,0,0,0
3008,0,3,0,1,0,3,4
3009,0,0,1,0,0,1,2
3010,0,0,0,1,0,0,1
3011,0,0,4,4,4,0,0
3012,0,0,0,0,2,3,2
3013,2,2,0,0,3,4,2
3014,0,0,1,1,0,0,0
3015,4,0,0,1,0,0,1
3016,2,2,0,0,4,4,2
3017,0,4,1,0,1,0,1
3018,0,0,1,1,2,2,1
3019,0,0,4,0,0,0,1
3020,0,0,1,1,0,0,1
3021,1,0,0,3,0,0,1
3022,0,4,1,0,1,0,1
3023,3,0,1,0,1,1,3
3024,0,0,1,0,0,0,0
3025,2,0,0,1,0,0,1
3026,0,4,3,1,0,0,3
3027,0,0,0,2,0,4,1
3028,1,0,1,1,0,0,2
3029,0,0,4,1,0,4,1
3030,0,0,0,1,0,1,1
3031,2,4,0,0,0,0,2
3032,0,0,4,0,1,1,2
3033,0,0,2,0,0,1,0
3034,0,2,0,1,1,4,3
3035,0,0,1,2,1,0,1
3036,0,2,0,0,2,0,2
3037,0,0,4,1,0,0,2
3038,2,0,1,1,1,0,4
3039,0,0,0,1,0,2,1
3040,1,4,3,1,2,0,0
3041,0,1,0,1,4,0,2
3042,1,0,0,0,0,4,1
3043,0,0,0,2,0,0,4
3044,2,0,0,1,2,0,1
3045,0,2,0,1,0,4,3
3046,0,0,1,0,0,1,1
3047,0,0,1,0,0,1,1
3048,0,4,1,2,0,1,2
3049,0,4,1,4,1,0,1
3050,0,0,0,1,0,3,0
3051,0,0,0,1,0,1,4
3052,0,0,1,1,0,3,1
3053,1,0,2,0,4,1,2
3054,0,3,0,3,0,1,1
3055,0,0,0,0,1,3,2
3056,0,0,3,1,0,0,1
3057,0,0,1,0,0,1,1
3058,4,0,2,0,1,1,1
3059,0,1,0,2,0,0,1
3060,0,3,0,0,1,3,2
3061,0,0,1,2,4,0,1
3062,3,3,1,1,3,1,2
3063,0,0,1,3,1,0,1
3064,2,0,0,2,2,0,1
3065,0,0,0,1,0,0,3
3066,4,2,1,2,4,0,1
3067,0,0,0,0,1,4,1
3068,0,0,1,0,0,0,2
3069,0,1,0,3,0,0,2
3070,0,0,1,1,4,0,1
3071,3,0,3,1,0,0,1
3072,0,0,0,0,1,0,0
3073,0,0,0,2,0,0,0
3074,0,0,1,1,0,0,2
3075,0,0,2,0,0,3,0
3076,0,3,1,2,4,1,0
3077,0,0,0,1,0,1,2
3078,0,0,0,1,3,0,2
3079,4,0,1,0,4,4,0
3080,0,1,0,1,0,0,2
3081,0,1,0,2,1,0,0
3082,0,0,0,1,3,1,0
3083,3,3,1,1,0,0,1
3084,0,0,1,1,1,0,0
3085,0,0,2,4,0,0,0
3086,0,0,4,1,0,0,1
3087,0,3,0,1,0,0,0
3088,0,0,0,1,0,0,4
3089,0,1,0,2,1,0,1
3090,0,0,1,0,2,3,2
3091,0,0,1,2,2,0,2
3092,0,0,4,0,0,0,2
3093,3,4,0,2,0,0,0
3094,2,0,0,1,0,0,1
3095,1,0,0,1,1,1,0
3096,1,0,4,2,0,0,4
3097,0,1,1,1,0,4,1
3098,0,0,4,3,0,3,1
3099,0,0,1,3,1,1,1
3100,1,0,1,1,0,2,1
3101,0,3,0,1,0,2,2
3102,0,0,0,2,4,0,2
3103,0,0,0,3,0,1,2
3104,0,0,1,0,0,1,1
3105,0,1,2,4,4,1,2
3106,2,0,1,3,0,1,1
3107,3,0,1,1,4,0,3
3108,3,0,0,1,2,1,0
3109,0,0,2,2,2,0,1
3110,0,3,0,1,0,1,1
3111,0,2,1,1,0,0,4
3112,0,0,0,1,0,0,2
3113,0,0,0,0,0,1,0
3114,0,0,0,0,0,4,2
3115,0,3,0,0,1,0,2
3116,1,0,2,2,0,0,2
3117,0,0,3,1,4,0,4
3118,4,0,0,2,0,0,0
3119,0,0,0,0,1,0,3
3120,0,0,0,1,0,0,2
3121,0,4,1,1,0,1,1
3122,1,4,4,2,1,0,4
3123,3,2,1,1,2,0,1
3124,0,0,1,1,0,1,2
3125,0,0,0,2,0,0,0
3126,0,0,0,0,1,2,1
3127,1,2,0,2,2,0,4
3128,0,1,1,1,2,0,1
3129,4,0,0,1,0,0,1
3130,0,1,0,1,0,0,1
3131,0,0,0,2,0,1,1
3132,0,3,1,0,0,0,4
3133,3,0,1,0,0,1,1
3134,0,0,0,2,0,0,1
3135,0,0,0,4,0,3,3
3136,0,1,3,2,0,1,1
3137,0,4,0,0,0,0,4
3138,0,3,4,1,2,0,1
3139,1,0,0,1,1,2,2
3140,0,0,0,1,0,0,2
3141,0,2,1,1,0,3,1
3142,0,0,0,1,0,0,2
3143,0,0,0,2,0,0,1
3144,0,0,1,0,1,0,0
3145,2,0,0,2,4,1,2
3146,0,0,2,1,0,0,2
3147,0,0,0,1,2,4,3
3148,0,0,2,1,0,0,1
3149,0,3,0,1,1,1,2
3150,1,4,2,1,0,0,1
3151,0,0,1,1,2,0,3
3152,0,0,0,1,4,0,2
3153,3,0,2,2,0,0,1
3154,2,0,2,1,0,3,0
3155,0,0,1,3,1,0,1
3156,0,2,3,0,2,0,2
3157,0,0,4,1,0,0,1
3158,0,0,0,1,1,0,3
3159,1,0,0,1,0,0,1
3160,0,4,1,1,0,0,1
3161,0,0,0,1,0,0,2
3162,0,1,0,1,0,4,4
3163,0,3,1,3,0,0,2
3164,4,1,1,2,0,0,2
3165,0,3,1,0,1,1,3
3166,0,0,3,0,0,0,2
3167,4,0,0,1,0,2,1
3168,1,0,1,0,2,2,1
3169,0,0,0,1,0,0,1
3170,3,0,3,4,1,1,2
3171,0,0,1,1,0,0,1
3172,1,0,0,0,1,2,2
3173,0,0,0,1,0,0,2
3174,3,0,0,2,0,0,1
3175,0,0,0,1,3,0,1
3176,0,0,0,1,1,0,1
3177,0,0,0,0,2,2,2
3178,0,0,0,1,2,0,1
3179,4,0,0,0,0,3,2
3180,0,0,1,0,0,3,1
3181,4,0,2,0,0,3,3
3182,1,0,0,1,0,0,2
3183,0,0,0,1,1,0,2
3184,0,1,0,0,1,0,2
3185,2,0,0,0,1,1,4
3186,0,0,1,1,4,0,2
3187,2,4,0,2,1,0,1
3188,3,1,0,1,0,1,1
3189,0,0,0,3,0,0,1
3190,0,0,0,1,1,1,2
3191,0,2,3,4,0,3,1
3192,0,0,2,1,2,0,2
3193,4,1,0,0,0,0,1
3194,0,0,0,0,1,3,2
3195,0,0,1,4,0,0,0
3196,0,2,0,0,0,0,2
3197,0,1,1,4,2,0,1
3198,0,3,2,2,0,0,1
3199,0,0,0,1,1,4,2
3200,0,4,0,2,3,1,2
3201,3,0,0,0,1,3,4
3202,0,1,1,0,1,1,2
3203,0,0,0,4,0,0,2
3204,0,0,0,1,0,0,4
3205,0,0,2,0,3,1,1
3206,0,0,0,0,0,0,1
3207,0,0,1,0,0,0,0
3208,3,0,0,2,2,0,2
3209,1,0,2,1,0,0,2
3210,0,0,1,0,1,3,2
3211,0,0,0,1,0,1,2
3212,4,1,0,2,0,0,1
3213,0,4,1,1,0,0,0
3214,0,0,3,1,0,0,2
3215,0,1,0,3,0,0,1
3216,0,0,0,0,0,1,1
3217,0,0,1,2,0,1,3
3218,2,1,0,2,0,1,1
3219,3,0,1,2,0,4,4
3220,0,0,1,1,2,2,4
3221,2,0,0,0,1,1,4
3222,0,2,1,1,1,3,1
3223,1,0,0,2,4,1,2
3224,0,0,0,0,0,0,2
3225,0,0,1,4,0,1,1
3226,0,3,1,2,0,1,1
3227,0,0,0,1,0,0,0
3228,0,3,0,1,0,2,1
3229,0,1,0,2,0,3,4
3230,1,0,0,0,0,0,4
3231,0,3,1,0,0,1,2
3232,0,0,2,1,0,1,2
3233,0,0,0,1,0,0,0
3234,4,3,0,1,0,0,2
3235,0,0,0,1,3,0,2
3236,0,0,4,0,2,2,1
3237,0,4,0,2,0,0,1
3238,0,0,0,1,0,0,1
3239,0,1,0,2,0,0,2
3240,0,3,3,1,2,2,1
3241,0,3,1,1,1,0,1
3242,0,0,0,1,1,1,2
3243,0,0,0,1,0,0,1
3244,0,0,0,1,0,0,1
3245,3,0,1,2,1,2,2
3246,0,0,0,3,0,0,2
3247,0,0,0,1,1,2,2
3248,1,4,0,3,2,2,2
3249,0,0,1,1,3,0,2
3250,0,0,1,1,2,0,0
3251,4,1,0,1,0,0,3
3252,0,0,3,0,0,0,3
3253,0,0,1,1,0,0,2
3254,0,0,1,1,0,2,2
3255,1,0,0,1,2,0,1
3256,0,0,0,1,0,1,1
3257,0,0,1,1,3,0,0
3258,2,0,0,0,0,2,4
3259,3,2,0,1,0,1,3
3260,0,3,0,1,0,4,0
3261,0,0,0,1,0,0,2
3262,0,4,0,0,0,0,2
3263,2,3,0,0,0,0,3
3264,0,0,1,3,0,0,4
3265,0,0,0,2,3,0,4
3266,0,0,0,1,3,0,1
3267,0,1,1,3,0,0,1
3268,3,0,0,0,1,1,1
3269,3,0,1,1,0,0,2
3270,4,0,0,0,2,1,2
3271,3,0,0,3,2,3,4
3272,0,0,0,0,1,0,2
3273,0,0,0,1,0,0,0
3274,0,0,1,1,0,0,3
3275,1,1,4,3,0,0,1
3276,1,1,1,2,0,0,1
3277,0,0,0,0,3,2,2
3278,0,0,0,3,3,4,3
3279,2,2,0,1,0,0,1
3280,2,0,1,0,2,3,1
3281,3,0,1,1,0,2,3
3282,0,0,0,2,0,0,2
3283,2,0,1,1,0,0,0
3284,1,2,0,1,3,0,3
3285,0,3,0,1,0,0,4
3286,0,0,1,1,3,1,2
3287,0,0,1,4,3,0,0
3288,0,0,0,2,0,0,2
3289,1,0,1,1,0,0,1
3290,0,0,0,0,0,0,2
3291,0,0,0,0,1,1,2
3292,0,0,1,1,3,0,0
3293,0,3,0,3,1,1,2
3294,4,0,0,0,0,0,2
3295,0,0,3,1,0,0,2
3296,0,4,1,0,0,0,1
3297,0,0,0,1,0,0,2
3298,0,0,0,2,0,0,4
3299,4,2,1,1,0,3,1
3300,0,0,4,0,0,4,1
3301,2,0,0,2,0,0,1
3302,2,0,1,4,0,0,1
3303,0,0,1,2,0,0,1
3304,0,3,3,1,3,0,3
3305,0,0,0,2,0,0,1
3306,0,4,0,0,0,1,2
3307,0,0,0,1,1,3,1
3308,4,0,0,1,0,0,3
3309,1,1,1,1,4,0,1
3310,0,3,0,0,1,0,2
3311,0,2,0,4,3,0,3
3312,2,0,0,0,2,1,3
3313,0,0,0,0,0,2,2
3314,0,2,0,1,0,1,2
3315,0,0,1,1,0,4,4
3316,0,0,1,0,1,1,3
3317,1,0,4,2,1,4,2
3318,0,0,1,2,2,1,2
3319,1,0,3,3,4,3,1
3320,0,0,4,0,1,2,2
3321,0,0,0,0,1,1,2
3322,3,0,1,3,1,1,2
3323,0,0,0,2,0,0,1
3324,1,0,2,0,1,2,1
3325,0,0,0,1,1,0,2
3326,0,0,0,2,4,3,3
3327,0,4,4,1,0,0,1
3328,0,3,3,1,0,0,2
3329,0,0,2,1,0,0,1
3330,0,0,1,2,0,0,1
3331,0,0,0,0,0,3,2
3332,1,0,2,2,0,0,2
3333,0,0,1,0,0,0,0
3334,2,0,1,1,1,0,2
3335,0,0,0,0,1,0,1
