,volatile_acidity,chlorides,free_sulfur_dioxide,residual_sugar,total_sulfur_dioxide,sulphates,citric_acid
2516,0,0,1,0,2,4,2
2517,2,0,0,3,1,0,0
2518,0,0,2,0,3,0,3
2519,0,1,0,4,4,0,0
2520,4,0,0,0,0,3,4
2521,0,0,3,0,4,0,0
2522,4,0,0,0,0,0,1
2523,0,1,0,0,4,4,1
2524,4,3,4,0,0,0,3
2525,0,0,0,0,2,3,1
2526,1,4,0,0,1,1,1
2527,0,0,0,3,1,0,2
2528,1,0,0,1,2,0,0
2529,2,0,0,0,0,0,0
2530,0,0,4,0,1,1,1
2531,4,4,0,0,2,0,0
2532,0,0,0,0,2,0,0
2533,2,0,0,0,0,1,0
2534,0,0,1,0,0,1,2
2535,1,0,0,0,3,0,1
2536,0,0,0,0,0,4,0
2537,0,0,0,0,1,0,2
2538,0,2,0,0,1,0,0
2539,0,0,0,0,1,4,1
2540,0,3,0,0,1,3,1
2541,1,0,0,0,3,0,0
2542,2,0,2,0,1,0,0
2543,0,0,1,0,3,0,0
2544,0,0,0,3,1,1,1
2545,0,4,0,3,2,0,4
2546,0,0,0,3,0,1,1
2547,1,0,3,1,1,0,0
2548,1,0,2,0,1,0,0
2549,3,0,0,0,1,0,0
2550,0,0,0,0,1,0,0
2551,3,0,0,1,1,0,0
2552,0,0,0,0,4,0,3
2553,1,0,3,1,1,0,0
2554,1,0,0,2,0,1,0
2555,1,0,3,0,1,3,0
2556,0,0,3,1,1,0,1
2557,0,0,0,1,1,1,0
2558,0,0,2,0,1,0,0
2559,0,0,1,0,2,0,1
2560,0,1,0,2,1,3,0
2561,0,4,0,0,2,3,3
2562,0,3,0,1,1,0,1
2563,1,0,0,0,3,2,1
2564,0,2,0,0,1,0,0
2565,1,0,1,0,2,0,1
2566,4,4,0,0,0,1,0
2567,0,0,0,0,0,1,0
2568,0,0,4,0,0,1,2
2569,0,0,1,4,1,0,0
2570,1,3,0,2,1,0,2
2571,3,0,2,0,4,0,1
2572,0,0,4,0,0,4,1
2573,0,1,4,2,0,1,1
2574,0,0,4,3,0,2,1
2575,0,1,1,0,2,1,0
2576,1,0,0,0,1,1,4
2577,2,0,0,0,1,0,1
2578,0,3,1,1,1,1,3
2579,0,1,1,0,3,3,1
2580,4,0,1,1,1,0,1
2581,0,0,0,0,3,0,1
2582,2,0,0,0,3,0,3
2583,0,0,0,0,0,2,0
2584,1,0,0,2,1,0,0
2585,0,0,4,0,1,1,0
2586,3,0,0,1,4,2,0
2587,2,0,4,0,0,2,0
2588,0,0,0,0,4,0,0
2589,0,0,4,2,0,0,0
2590,0,4,3,0,0,3,1
2591,0,4,4,0,1,0,0
2592,1,0,0,0,0,1,4
2593,4,0,0,0,0,1,1
2594,0,4,4,0,2,1,4
2595,1,0,0,4,0,4,1
2596,0,0,0,0,1,1,1
2597,2,1,0,0,1,2,0
2598,1,1,1,0,1,0,0
2599,0,0,0,0,0,3,0
2600,0,0,0,4,3,1,1
2601,0,0,0,0,1,1,1
2602,1,0,1,0,2,0,0
2603,3,0,0,0,2,1,0
2604,3,0,2,0,3,3,0
2605,1,0,0,0,1,0,0
2606,1,0,0,3,2,0,1
2607,0,0,0,0,1,0,0
2608,4,0,0,0,1,0,2
2609,0,0,2,1,1,1,4
2610,3,0,0,1,2,1,3
2611,0,0,4,0,2,0,3
2612,1,0,0,0,0,0,2
2613,0,3,1,0,2,0,1
2614,0,0,0,0,0,0,0
2615,0,0,0,4,1,0,1
2616,0,0,0,1,3,3,4
2617,1,0,0,0,0,0,4
2618,0,0,1,0,3,0,0
2619,0,0,0,0,1,0,0
2620,0,2,0,0,0,0,1
2621,0,1,0,0,0,1,1
2622,3,0,0,0,0,1,1
2623,1,0,0,2,1,1,0
2624,0,0,4,0,0,2,0
2625,0,2,0,1,0,2,0
2626,1,0,0,0,2,1,0
2627,0,0,0,0,0,3,0
2628,3,0,0,0,1,1,2
2629,0,4,0,0,3,0,2
2630,0,0,0,0,4,0,1
2631,3,4,3,0,0,0,1
2632,0,0,4,0,4,0,0
2633,0,0,0,0,1,0,1
2634,2,0,0,0,0,1,1
2635,3,4,2,0,0,0,0
2636,0,0,3,0,1,0,0
2637,0,2,0,0,0,0,2
2638,0,1,0,3,0,1,1
2639,0,0,0,3,1,1,0
2640,1,0,0,0,1,0,0
2641,2,0,0,0,1,0,0
2642,3,3,0,1,1,0,0
2643,2,0,0,0,2,3,0
2644,0,0,4,0,1,0,0
2645,0,0,3,0,0,3,0
2646,4,0,0,0,4,0,1
2647,0,2,1,1,2,2,1
2648,1,0,0,1,0,1,0
2649,0,0,4,0,1,3,1
2650,1,1,0,0,0,1,0
2651,1,0,0,0,1,0,3
2652,0,0,4,0,1,1,1
2653,2,0,0,1,2,0,1
2654,2,0,1,0,0,2,1
2655,2,4,0,0,4,1,0
2656,0,0,0,0,3,0,0
2657,3,0,2,1,2,0,0
2658,0,0,0,3,1,0,0
2659,0,0,0,0,1,0,2
2660,0,0,4,0,2,0,0
2661,2,0,3,0,1,3,0
2662,2,0,0,0,0,1,1
2663,0,0,3,0,3,0,3
2664,0,0,0,0,1,0,0
2665,3,0,0,1,2,1,1
2666,0,0,3,0,1,0,1
2667,0,0,0,0,1,1,4
2668,1,1,0,0,2,3,0
2669,0,4,0,2,1,3,0
2670,0,0,3,0,2,2,0
2671,1,0,4,0,1,1,0
2672,0,0,0,0,1,2,1
2673,0,3,0,2,0,1,2
2674,2,0,0,0,2,0,1
2675,0,0,0,0,1,0,1
2676,0,0,0,4,1,0,1
2677,4,0,0,1,1,4,0
2678,1,0,1,4,2,3,1
2679,0,0,2,0,4,1,1
2680,0,0,0,0,3,0,3
2681,1,0,0,0,1,0,3
2682,0,0,2,0,1,2,1
2683,0,0,0,2,1,0,0
2684,0,0,0,0,3,0,1
2685,2,1,3,0,1,0,0
2686,1,3,0,4,2,3,0
2687,1,0,0,0,0,1,0
2688,2,0,0,4,1,1,0
2689,0,0,0,0,1,0,0
2690,0,0,0,0,1,1,1
2691,0,0,3,2,1,1,0
2692,2,0,2,0,0,1,0
2693,2,0,1,0,1,0,4
2694,3,0,0,2,0,0,2
2695,0,0,0,4,3,0,0
2696,2,0,0,0,0,0,4
2697,0,0,3,1,2,0,0
2698,2,0,0,0,0,1,1
2699,3,0,0,4,1,1,2
2700,0,0,0,0,1,2,1
2701,0,0,0,0,1,2,4
2702,0,0,0,0,1,0,4
2703,2,2,1,0,1,1,1
2704,1,0,0,0,0,1,0
2705,2,3,3,0,0,1,0
2706,1,0,0,0,0,1,0
2707,1,0,0,0,1,1,0
2708,3,0,4,0,1,0,1
2709,1,1,0,0,1,0,0
2710,0,0,0,1,0,0,0
2711,1,2,0,0,2,1,1
2712,3,0,0,4,0,0,0
2713,2,0,0,0,1,0,1
2714,0,0,4,0,1,0,1
2715,0,0,0,0,1,3,4
2716,1,0,0,2,4,0,2
2717,0,0,0,0,0,2,0
2718,0,0,0,0,0,2,2
2719,2,0,0,0,1,3,1
2720,1,0,0,0,0,1,1
2721,0,3,0,0,1,0,0
2722,0,0,0,0,2,2,0
2723,0,0,1,0,2,0,0
2724,0,0,1,0,2,0,1
2725,2,0,0,0,2,2,0
2726,4,0,0,3,2,0,0
2727,3,0,0,0,2,0,0
2728,0,0,1,0,0,0,1
2729,0,0,0,0,1,1,1
2730,1,0,0,0,1,4,0
2731,0,0,1,0,1,0,3
2732,4,0,0,4,4,0,0
2733,0,0,0,4,0,0,0
2734,0,0,0,0,1,0,1
2735,1,0,0,0,0,2,0
2736,1,0,0,0,0,0,1
2737,0,0,0,0,1,0,0
2738,0,0,0,0,4,0,3
2739,0,0,4,0,1,0,3
2740,0,2,0,4,1,0,1
2741,0,0,0,1,1,0,0
2742,0,4,2,0,2,0,0
2743,1,1,0,0,0,0,0
2744,0,0,0,0,1,4,1
2745,0,3,0,0,1,0,0
2746,0,0,0,4,2,0,0
2747,2,0,0,2,0,1,3
2748,2,2,0,0,3,0,1
2749,0,1,0,0,1,1,0
2750,0,0,4,0,2,2,0
2751,0,0,4,2,1,2,2
2752,0,0,4,0,1,0,0
2753,3,0,0,0,0,0,0
2754,3,0,0,1,2,4,0
2755,3,0,0,0,1,0,1
2756,2,0,0,0,1,1,1
2757,4,0,4,0,4,3,3
2758,1,0,0,0,0,0,0
2759,0,1,0,0,0,4,0
2760,1,0,1,0,0,1,1
2761,0,0,4,3,1,0,2
2762,0,0,0,0,2,0,3
2763,0,0,0,0,2,0,0
2764,0,0,0,0,1,0,0
2765,0,0,1,2,1,0,1
2766,0,2,4,0,1,1,0
2767,3,1,0,0,0,1,1
2768,0,0,0,0,4,1,1
2769,1,0,0,0,1,2,4
2770,1,0,0,0,0,3,1
2771,1,0,0,1,0,0,0
2772,2,0,0,0,0,2,0
2773,0,1,0,0,4,0,0
2774,0,3,2,0,1,0,1
2775,0,1,0,0,0,1,1
2776,1,0,2,0,1,0,0
2777,2,3,2,0,3,0,0
2778,3,0,0,0,0,0,1
2779,0,0,0,0,0,1,1
2780,0,0,0,0,0,1,0
2781,0,0,0,1,2,1,2
2782,1,0,2,0,3,0,0
2783,0,0,3,0,2,0,0
2784,0,0,0,1,1,3,1
2785,0,0,0,0,0,1,4
2786,2,4,0,0,0,1,3
2787,0,1,2,0,1,2,0
2788,0,0,0,0,1,1,1
2789,0,4,0,0,4,0,0
2790,0,2,0,0,1,1,0
2791,0,0,0,3,0,0,1
2792,0,0,0,4,0,1,1
2793,0,0,1,0,2,3,1
2794,0,0,3,0,1,0,1
2795,0,0,0,0,1,4,1
2796,0,0,0,0,1,1,0
2797,0,0,4,4,4,0,0
2798,0,0,1,2,0,1,1
2799,0,0,1,0,1,0,0
2800,0,0,2,0,4,0,0
2801,0,0,0,0,0,0,2
2802,0,0,0,0,1,0,0
2803,1,0,0,0,1,3,0
2804,1,0,0,0,0,0,0
2805,4,0,3,0,1,0,0
2806,0,2,0,0,3,0,0
2807,0,3,0,0,4,4,3
2808,4,0,0,0,1,0,4
2809,0,1,1,0,0,0,1
2810,1,0,0,0,0,0,0
2811,0,0,0,0,4,1,2
2812,0,4,0,0,0,4,0
2813,3,4,0,0,1,4,4
2814,0,0,0,0,1,0,1
2815,3,0,0,0,0,1,0
2816,1,0,0,0,2,1,0
2817,1,0,3,4,1,3,0
2818,0,1,1,1,3,0,0
2819,1,1,0,4,2,0,1
2820,3,0,4,0,1,0,1
2821,0,0,0,0,0,4,0
2822,2,0,0,1,1,1,2
2823,4,0,1,0,0,1,3
2824,0,3,0,3,2,0,1
2825,2,0,0,0,0,0,2
2826,0,0,0,1,2,0,4
2827,1,0,4,0,0,1,0
2828,1,4,0,0,0,1,0
2829,0,0,0,0,1,1,0
2830,0,0,1,2,1,1,1
2831,0,4,0,0,1,0,0
2832,0,0,0,0,2,3,1
2833,0,1,0,4,4,0,0
2834,2,0,0,2,1,0,2
2835,0,0,0,0,1,3,2
2836,0,0,1,1,0,2,4
2837,1,0,0,0,3,1,1
2838,0,0,0,0,2,0,0
2839,1,2,0,0,0,1,2
2840,0,0,0,0,2,0,0
2841,0,3,0,4,2,0,0
2842,1,2,0,1,0,1,3
2843,0,0,0,0,2,0,0
2844,1,0,0,1,1,0,0
2845,1,3,0,3,4,4,0
2846,2,0,0,1,1,0,0
2847,4,1,0,0,1,0,0
2848,0,0,0,0,2,0,0
2849,0,1,1,0,2,0,1
2850,1,0,0,0,2,0,0
2851,0,0,2,0,3,0,3
2852,0,0,0,0,1,3,2
2853,2,0,0,0,1,0,0
2854,0,1,4,0,1,0,4
2855,1,1,0,0,0,1,1
2856,4,4,0,1,2,0,0
2857,1,0,0,0,0,1,1
2858,1,0,0,0,0,1,0
2859,0,2,0,1,1,0,1
2860,1,0,1,0,1,1,1
2861,0,2,0,4,0,1,1
2862,3,1,2,0,1,0,0
2863,0,0,0,4,1,0,0
2864,0,1,0,0,1,0,3
2865,3,2,0,1,1,0,1
2866,0,1,2,1,2,1,1
2867,0,0,1,0,2,0,1
2868,4,0,1,0,4,1,1
2869,0,0,0,0,3,0,1
2870,0,1,0,0,0,0,0
2871,1,0,3,0,1,0,1
2872,2,0,2,0,3,0,0
2873,1,0,3,0,2,3,3
2874,1,0,0,0,1,1,0
2875,1,1,0,0,1,3,4
2876,0,0,0,0,1,0,0
2877,4,3,1,0,1,0,4
2878,2,0,2,2,1,4,0
2879,1,0,0,4,0,0,0
2880,2,2,0,0,1,1,0
2881,0,0,0,0,0,0,1
2882,0,0,0,2,1,0,1
2883,0,4,0,0,1,1,1
2884,2,1,0,0,0,0,0
2885,1,0,0,0,1,0,0
2886,0,1,3,3,1,0,4
2887,1,0,0,0,1,1,1
2888,0,0,1,0,1,1,4
2889,1,0,0,4,0,1,1
2890,0,0,2,0,2,1,0
2891,2,3,0,0,2,0,0
2892,1,0,0,0,1,3,0
2893,0,0,4,0,1,0,0
2894,1,4,0,0,2,2,0
2895,0,3,1,1,2,1,1
2896,0,0,0,4,0,0,1
2897,3,0,0,0,2,0,1
2898,0,0,0,1,0,3,0
2899,4,1,0,0,1,1,0
2900,0,0,0,0,1,0,0
2901,0,0,0,4,1,4,0
2902,4,0,0,2,3,0,3
2903,0,0,0,1,1,0,1
2904,1,0,0,0,1,0,0
2905,0,0,0,0,0,0,2
2906,0,0,2,2,4,1,2
2907,2,1,0,0,2,0,3
2908,3,1,0,1,2,0,3
2909,0,3,0,3,1,0,4
2910,0,0,0,0,2,0,0
2911,0,0,0,0,0,0,1
2912,1,0,0,0,0,1,0
2913,1,0,0,0,2,1,1
2914,0,3,0,0,2,0,2
2915,0,1,4,4,1,0,0
2916,0,3,1,0,2,1,1
2917,0,0,3,1,4,4,0
2918,1,0,4,0,1,0,0
2919,0,3,2,0,2,0,0
2920,0,1,0,0,1,0,1
2921,0,0,0,2,1,0,0
2922,4,2,2,0,0,0,1
2923,0,4,0,0,1,0,3
2924,1,2,0,4,0,0,0
2925,1,0,1,4,3,1,1
2926,0,4,3,0,2,0,1
2927,1,3,0,0,1,2,0
2928,0,3,0,0,3,1,1
2929,3,0,0,2,4,4,0
2930,1,0,0,0,1,3,4
2931,1,0,0,0,1,0,1
2932,1,4,0,0,0,1,0
2933,0,2,0,2,3,0,0
2934,4,0,1,0,1,0,4
2935,1,0,0,0,0,1,0
2936,3,1,1,0,3,3,3
2937,1,0,0,1,3,1,1
2938,1,0,1,2,1,1,3
2939,0,3,1,3,1,3,2
2940,0,0,0,1,2,0,1
2941,0,0,0,1,1,0,1
2942,0,0,0,1,2,0,1
2943,1,0,0,0,1,0,0
2944,1,0,0,0,2,3,3
2945,0,3,0,0,0,0,0
2946,1,0,4,0,0,1,4
2947,0,0,4,3,2,0,0
2948,0,0,0,0,1,0,1
2949,1,0,0,1,0,0,0
2950,0,3,0,2,0,1,0
2951,0,0,2,0,2,0,1
2952,2,0,0,2,2,2,0
2953,0,0,0,0,0,0,0
2954,0,0,0,0,1,1,2
2955,0,0,0,0,1,4,4
2956,0,2,0,0,0,2,4
2957,0,0,0,0,0,2,1
2958,0,1,4,0,1,0,1
2959,2,1,2,0,4,0,0
2960,0,0,3,0,1,1,1
2961,0,0,0,3,1,0,0
2962,1,4,0,0,0,0,0
2963,1,0,0,2,1,3,4
2964,1,0,0,0,1,1,0
2965,4,0,4,0,1,0,0
2966,4,1,0,0,1,1,4
2967,1,0,0,1,0,0,1
2968,0,0,3,0,2,2,0
2969,0,0,0,4,1,0,1
2970,0,0,1,1,1,1,0
2971,2,0,3,3,1,0,1
2972,0,0,0,0,1,0,4
2973,0,0,0,0,0,0,0
2974,1,0,0,0,0,1,2
2975,0,4,0,0,1,1,1
2976,0,0,0,0,1,0,1
2977,0,0,1,0,1,2,1
2978,2,0,1,0,4,4,0
2979,4,2,2,1,1,1,0
2980,1,0,0,0,0,4,1
2981,4,0,0,3,1,0,0
2982,0,4,0,0,0,0,0
2983,1,0,0,0,4,0,0
2984,4,0,0,0,2,0,0
2985,1,0,0,3,1,1,0
2986,4,0,0,0,2,2,1
2987,1,3,0,0,0,3,2
2988,4,0,0,0,1,0,0
2989,4,0,1,0,3,0,1
2990,0,1,0,0,1,0,1
2991,0,0,0,4,1,1,1
2992,0,1,4,0,1,4,0
2993,0,2,0,2,3,0,1
2994,0,2,3,0,1,4,1
2995,2,0,0,0,2,1,1
2996,0,4,0,0,2,0,1
2997,2,0,0,0,1,0,0
2998,0,0,0,0,1,0,1
2999,2,3,0,0,1,0,1
3000,1,0,0,0,1,3,2
3001,0,3,0,0,2,3,0
3002,1,0,0,0,0,2,1
3003,3,3,0,0,1,3,0
3004,0,0,0,0,1,0,0
3005,1,2,2,0,1,0,1
3006,0,0,0,1,4,1,0
3007,0,0,0,1,1,0,0
3008,3,0,4,0,1,0,0
3009,0,0,0,0,0,1,0
3010,0,0,0,0,3,3,4
3011,0,2,0,0,1,3,0
3012,1,2,0,0,0,1,3
3013,3,0,0,3,0,1,0
3014,0,2,0,1,1,1,1
3015,0,0,0,1,1,0,0
3016,2,0,0,0,0,0,0
3017,4,4,4,0,3,0,1
3018,0,0,0,0,1,2,1
3019,3,0,0,0,0,0,0
3020,0,0,0,0,1,0,1
3021,0,0,0,4,3,0,0
3022,1,0,0,0,0,0,1
3023,0,0,0,0,0,1,1
3024,0,0,0,4,0,2,1
3025,0,3,0,0,1,0,0
3026,0,0,0,0,1,0,1
3027,0,4,3,0,0,1,0
3028,3,2,0,0,1,0,0
3029,2,4,0,0,1,0,0
3030,0,0,0,0,1,1,0
3031,4,0,0,0,0,0,0
3032,1,4,0,0,0,1,1
3033,0,0,3,0,0,1,2
3034,1,0,4,0,1,0,0
3035,0,0,0,0,0,2,1
3036,1,3,0,0,3,1,0
3037,4,0,2,0,3,0,2
3038,4,0,4,1,1,0,1
3039,0,0,1,0,1,0,0
3040,4,1,1,0,1,0,2
3041,0,0,0,0,1,2,1
3042,0,1,0,1,1,1,0
3043,0,0,0,1,2,0,0
3044,0,0,0,0,1,0,0
3045,2,0,0,4,1,4,1
3046,0,4,2,3,0,1,1
3047,0,0,2,0,4,1,1
3048,0,0,3,0,1,1,1
3049,1,0,0,0,0,0,1
3050,4,0,4,2,1,2,0
3051,0,0,0,0,1,3,0
3052,0,0,0,0,4,0,1
3053,4,0,2,0,0,0,4
3054,2,1,0,2,1,1,0
3055,1,0,0,2,0,0,0
3056,0,0,0,0,1,0,0
3057,0,0,3,0,1,1,2
3058,1,0,0,0,0,1,0
3059,0,0,1,0,2,0,0
3060,1,0,0,2,0,1,0
3061,0,0,1,2,2,2,1
3062,0,0,0,0,1,3,0
3063,1,0,2,0,1,0,0
3064,0,0,0,1,0,0,0
3065,1,4,0,3,0,0,0
3066,2,0,2,0,2,0,1
3067,1,0,0,0,0,0,1
3068,1,0,0,0,0,0,3
3069,0,0,1,0,4,4,0
3070,4,0,0,0,1,0,1
3071,0,0,4,0,1,0,0
3072,0,0,0,4,2,0,0
3073,0,0,0,0,2,0,0
3074,0,2,0,0,3,3,0
3075,1,0,1,2,0,1,4
3076,0,0,0,0,1,1,1
3077,0,0,0,0,1,0,0
3078,0,0,0,0,1,0,2
3079,0,0,0,0,0,0,4
3080,0,3,0,0,0,0,0
3081,1,0,1,3,0,0,0
3082,0,0,0,0,4,1,0
3083,1,0,0,0,1,0,0
3084,1,0,0,0,0,0,1
3085,1,2,0,2,0,1,0
3086,0,0,0,0,2,0,1
3087,0,3,1,0,1,3,0
3088,0,0,0,4,3,4,1
3089,1,3,2,0,2,0,0
3090,2,4,0,0,2,1,0
3091,2,1,0,3,0,0,0
3092,1,0,0,0,0,0,0
3093,0,1,0,0,1,0,0
3094,0,0,2,0,1,0,0
3095,4,0,1,0,3,1,1
3096,0,1,0,3,2,0,1
3097,0,0,1,0,1,0,3
3098,0,0,0,0,2,0,0
3099,1,0,0,0,0,1,1
3100,3,0,1,0,0,3,1
3101,0,0,0,3,1,1,0
3102,0,0,0,0,0,3,0
3103,0,0,0,1,1,1,0
3104,0,0,1,0,0,3,1
3105,1,2,1,0,2,1,1
3106,0,0,0,0,3,1,1
3107,0,1,0,3,1,0,3
3108,1,0,0,0,1,1,0
3109,3,2,3,0,2,0,4
3110,0,0,1,2,0,1,0
3111,0,0,0,1,1,0,0
3112,0,0,0,0,1,0,0
3113,0,0,1,4,0,0,0
3114,0,0,2,0,0,1,0
3115,1,0,0,0,3,0,4
3116,0,0,0,0,2,0,0
3117,0,3,0,3,1,0,0
3118,0,1,0,1,2,0,0
3119,1,0,0,0,4,0,0
3120,4,0,4,0,1,0,3
3121,0,0,3,0,1,1,1
3122,4,3,0,3,3,1,1
3123,0,4,0,2,4,0,0
3124,1,0,0,2,1,1,0
3125,1,3,0,0,1,0,0
3126,0,0,0,0,1,0,2
3127,0,0,3,0,0,0,0
3128,0,0,3,0,0,0,1
3129,2,3,0,0,1,0,0
3130,0,4,0,2,1,0,0
3131,2,0,0,4,0,4,0
3132,0,0,0,2,1,2,0
3133,0,0,2,0,0,1,1
3134,0,0,0,2,2,0,2
3135,1,0,0,0,1,1,4
3136,0,0,1,0,2,1,1
3137,0,0,0,2,0,0,0
3138,0,0,0,3,1,0,2
3139,1,0,0,0,1,2,0
3140,0,4,0,0,4,0,1
3141,0,0,0,3,1,2,3
3142,0,0,0,0,2,0,0
3143,0,0,0,3,2,0,4
3144,4,0,0,0,0,0,0
3145,1,0,0,0,4,1,0
3146,0,1,0,0,1,2,0
3147,2,0,0,0,0,0,2
3148,0,0,0,0,1,0,4
3149,0,0,0,0,4,3,4
3150,0,1,0,3,1,0,3
3151,0,4,0,0,1,0,1
3152,0,0,4,0,1,3,0
3153,1,0,0,0,1,0,0
3154,0,0,0,1,1,1,2
3155,1,3,4,0,2,0,1
3156,2,4,0,3,0,0,1
3157,0,0,3,0,1,0,0
3158,0,0,0,0,1,0,0
3159,0,0,0,0,1,3,0
3160,0,0,0,2,1,4,1
3161,0,0,0,0,1,0,0
3162,0,4,0,4,1,4,4
3163,0,0,0,1,1,0,1
3164,0,0,0,0,1,0,0
3165,3,0,3,3,0,1,1
3166,0,0,0,0,1,0,0
3167,0,1,0,0,1,1,0
3168,4,1,3,0,0,0,1
3169,0,0,0,2,1,2,0
3170,1,0,0,0,0,1,0
3171,3,4,2,4,1,0,1
3172,1,0,0,0,0,0,2
3173,2,0,2,0,1,0,0
3174,0,0,0,0,2,0,0
3175,0,0,0,0,1,0,4
3176,0,4,2,0,1,0,3
3177,2,0,0,1,3,1,0
3178,0,0,0,2,1,0,0
3179,2,0,0,0,0,3,0
3180,4,0,0,0,2,1,1
3181,0,0,0,0,0,0,3
3182,3,0,0,0,4,4,0
3183,2,0,0,0,1,0,0
3184,1,0,0,0,0,2,2
3185,3,0,0,0,0,1,0
3186,0,0,0,3,1,0,1
3187,1,0,1,0,2,0,0
3188,0,1,1,0,1,1,2
3189,3,2,0,0,2,4,0
3190,1,0,0,0,1,1,0
3191,0,0,0,0,0,1,1
3192,0,4,0,0,1,0,2
3193,0,0,0,0,1,0,0
3194,0,0,0,0,0,0,0
3195,3,0,0,1,1,0,1
3196,4,2,0,0,0,0,0
3197,0,0,0,0,1,0,1
3198,0,0,0,0,4,2,2
3199,1,1,0,0,1,0,0
3200,0,0,0,0,2,0,0
3201,1,0,0,0,4,1,0
3202,1,0,3,0,0,0,0
3203,0,0,4,0,1,0,0
3204,3,4,0,4,1,0,0
3205,1,0,3,0,1,1,2
3206,0,0,0,0,0,3,0
3207,0,0,0,4,4,0,1
3208,0,4,2,0,2,1,0
3209,0,0,0,0,2,0,1
3210,2,0,3,0,0,0,1
3211,0,2,0,0,1,0,0
3212,0,4,0,1,0,0,0
3213,0,0,0,2,4,0,0
3214,0,0,0,0,1,0,0
3215,0,0,1,0,2,0,2
3216,0,0,0,0,3,2,3
3217,0,0,4,0,3,1,1
3218,0,0,1,1,3,3,0
3219,0,3,0,0,1,4,1
3220,1,3,0,0,3,0,1
3221,1,0,3,0,0,0,4
3222,1,0,0,0,1,0,1
3223,1,0,4,0,0,1,0
3224,4,0,3,0,1,0,1
3225,0,0,0,0,0,1,2
3226,0,0,0,3,2,1,3
3227,0,0,3,0,1,1,0
3228,0,0,4,0,1,2,4
3229,4,1,1,0,2,0,0
3230,3,2,3,0,2,3,0
3231,2,0,0,0,1,1,1
3232,0,0,0,0,1,0,0
3233,2,0,0,1,1,0,0
3234,0,0,0,1,1,0,0
3235,1,0,0,0,1,0,0
3236,1,0,0,0,1,2,1
3237,0,0,0,4,2,0,0
3238,0,0,0,0,1,0,0
3239,2,0,1,0,2,0,0
3240,0,2,0,0,1,1,1
3241,0,0,0,1,1,0,1
3242,1,0,0,0,1,4,0
3243,0,0,0,1,1,0,0
3244,4,0,0,0,3,0,4
3245,0,3,0,0,0,4,1
3246,4,0,0,0,1,0,0
3247,1,2,0,3,2,0,0
3248,1,1,0,0,1,2,0
3249,0,2,0,0,1,0,1
3250,0,0,0,0,1,0,1
3251,0,3,0,0,3,0,1
3252,0,0,3,0,0,0,0
3253,4,0,0,0,0,2,0
3254,0,0,0,0,4,0,2
3255,2,4,3,3,1,0,2
3256,0,0,0,0,1,1,0
3257,0,3,0,4,1,0,1
3258,0,0,0,0,2,3,3
3259,0,0,0,0,1,2,0
3260,0,0,3,1,1,0,0
3261,0,0,0,0,1,4,3
3262,0,3,2,0,0,0,0
3263,0,0,2,0,1,0,0
3264,3,4,0,1,1,0,1
3265,0,4,2,2,4,0,4
3266,0,0,0,0,1,0,0
3267,4,0,1,0,2,0,1
3268,1,4,0,0,0,1,0
3269,4,0,0,0,1,0,1
3270,2,0,4,0,4,1,0
3271,2,4,0,3,0,1,0
3272,2,0,0,0,0,0,0
3273,0,0,0,0,1,4,0
3274,3,0,0,0,1,0,1
3275,0,1,1,0,1,0,1
3276,2,0,1,1,2,0,1
3277,2,2,0,0,0,2,0
3278,1,0,3,0,2,0,2
3279,0,0,0,0,1,0,0
3280,1,0,0,0,0,2,1
3281,2,0,0,0,1,0,4
3282,0,0,0,0,2,0,0
3283,0,0,0,0,1,0,1
3284,0,0,0,1,1,3,1
3285,0,2,0,0,0,3,0
3286,0,0,0,0,1,1,1
3287,3,0,0,0,1,0,1
3288,0,1,0,0,2,2,0
3289,0,1,0,1,1,0,1
3290,0,4,0,1,2,2,0
3291,1,3,0,0,0,1,3
3292,0,0,0,0,1,0,1
3293,3,0,0,0,0,1,0
3294,0,0,0,0,0,0,4
3295,0,0,0,0,1,0,2
3296,0,0,0,0,4,0,4
3297,0,0,0,1,0,3,1
3298,0,0,0,0,2,0,0
3299,0,3,0,0,3,1,1
3300,0,0,3,0,0,0,0
3301,0,0,0,1,2,0,0
3302,0,0,0,1,1,0,1
3303,0,0,4,0,2,0,1
3304,0,0,2,1,1,0,4
3305,0,0,0,0,3,0,0
3306,2,0,3,0,2,1,0
3307,0,0,0,0,1,0,1
3308,0,4,0,1,2,0,1
3309,3,0,0,3,1,0,1
3310,1,0,0,2,0,0,4
3311,0,3,0,0,3,0,3
3312,0,0,3,0,0,1,2
3313,0,4,0,1,2,3,0
3314,0,0,0,0,1,1,2
3315,0,1,3,4,1,0,1
3316,4,0,0,0,0,4,1
3317,0,3,0,0,2,1,2
3318,1,2,0,0,3,4,1
3319,1,3,1,0,0,1,1
3320,3,0,0,0,4,0,0
3321,1,0,0,0,0,1,0
3322,1,0,3,0,0,1,1
3323,0,4,0,3,1,0,0
3324,1,0,1,0,0,1,0
3325,1,0,1,0,1,0,0
3326,4,0,1,0,1,1,0
3327,0,0,4,0,1,2,1
3328,0,0,0,0,2,4,1
3329,0,1,0,0,1,0,3
3330,0,0,0,0,2,0,1
3331,0,0,0,0,0,4,0
3332,0,0,0,1,2,2,1
3333,0,0,0,0,0,0,0
3334,0,2,0,0,1,1,1
3335,1,2,3,1,0,0,0
